,COL,LYM,COL_LYM,CERK,COL_CERK,LYM_CERK,ALL
35,AT5G48485,AT5G62190,AT3G50300,,,,
36,AT5G48250,AT5G61830,AT3G48800,,,,
37,AT5G47790,AT5G61800,AT3G06070,,,,
38,AT5G47780,AT5G61790,AT4G34020,,,,
39,AT5G47360,AT5G61780,AT4G03140,,,,
40,AT5G47110,AT5G61770,AT4G39960,,,,
41,AT5G45610,AT5G61480,AT1G77240,,,,
42,AT5G45470,AT5G61420,AT1G71730,,,,
43,AT5G45460,AT5G61390,AT3G56250,,,,
44,AT5G44785,AT5G61310,AT5G16980,,,,
45,AT5G44130,AT5G61170,AT2G09795,,,,
46,AT5G43630,AT5G61020,AT2G45690,,,,
47,AT5G43403,AT5G61000,AT1G09830,,,,
48,AT5G42750,AT5G60990,AT5G43540,,,,
49,AT5G42680,AT5G60790,AT4G02715,,,,
50,AT5G39990,AT5G60700,AT5G50160,,,,
51,AT5G38930,AT5G60390,AT3G21755,,,,
52,AT5G37790,AT5G60030,AT5G65640,,,,
53,AT5G28150,AT5G59690,AT1G64405,,,,
54,AT5G27670,AT5G59350,AT5G61570,,,,
55,AT5G26660,AT5G59020,AT3G18600,,,,
56,AT5G26230,AT5G58960,AT5G11060,,,,
57,AT5G25840,AT5G58580,AT1G61740,,,,
58,AT5G25510,AT5G58420,AT1G06002,,,,
59,AT5G25240,AT5G58230,AT3G51870,,,,
60,AT5G24910,AT5G57990,AT5G18260,,,,
61,AT5G24010,AT5G57870,AT3G29230,,,,
62,AT5G23860,AT5G57790,AT2G22800,,,,
63,AT5G23395,AT5G57685,AT2G42620,,,,
64,AT5G22020,AT5G57590,AT5G22440,,,,
65,AT5G21482,AT5G57460,AT1G29400,,,,
66,AT5G21140,AT5G57420,AT4G24660,,,,
67,AT5G20790,AT5G57290,AT4G29840,,,,
68,AT5G20670,AT5G57280,AT2G24050,,,,
69,AT5G20570,AT5G57120,AT4G39800,,,,
70,AT5G19890,AT5G57020,AT2G16720,,,,
71,AT5G19485,AT5G56940,AT1G31173,,,,
72,AT5G19040,AT5G56710,AT5G55620,,,,
73,AT5G18460,AT5G56680,AT4G38840,,,,
74,AT5G18430,AT5G56670,AT1G68880,,,,
75,AT5G18390,AT5G56530,AT1G76878,,,,
76,AT5G18255,AT5G56520,AT1G55910,,,,
77,AT5G17780,AT5G56450,AT4G13493,,,,
78,AT5G16590,AT5G56380,AT2G21210,,,,
79,AT5G16390,AT5G56300,AT1G12860,,,,
80,AT5G15760,AT5G56220,AT3G53540,,,,
81,AT5G15270,AT5G56000,AT5G67200,,,,
82,AT5G15220,AT5G55920,AT4G13940,,,,
83,AT5G15010,AT5G55840,AT1G22640,,,,
84,AT5G14380,AT5G55790,AT1G49760,,,,
85,AT5G13870,AT5G55760,AT1G05690,,,,
86,AT5G13780,AT5G55280,AT2G15820,,,,
87,AT5G12260,AT5G54910,AT3G15030,,,,
88,AT5G11690,AT5G54900,AT2G36090,,,,
89,AT5G11160,AT5G54640,AT1G62610,,,,
90,AT5G10965,AT5G54569,AT1G09770,,,,
91,AT5G09300,AT5G54200,AT1G48460,,,,
92,AT5G08855,AT5G54180,AT2G47840,,,,
93,AT5G08710,AT5G54130,AT2G24590,,,,
94,AT5G08130,AT5G53980,AT3G60630,,,,
95,AT5G07400,AT5G53900,AT3G22121,,,,
96,AT5G07370,AT5G53700,AT2G27230,,,,
97,AT5G07220,AT5G53420,AT4G37430,,,,
98,AT5G06000,AT5G53400,AT2G34710,,,,
99,AT5G05090,AT5G53210,AT2G03890,,,,
100,AT5G03635,AT5G53180,AT1G48300,,,,
101,AT5G03345,AT5G53020,AT3G56070,,,,
102,AT5G03240,AT5G52920,AT1G12520,,,,
103,AT5G02910,AT5G52650,AT4G38860,,,,
104,AT5G02480,AT5G52470,AT2G25590,,,,
105,AT5G01780,AT5G52420,AT1G58110,,,,
106,AT5G00870,AT5G52380,AT3G59400,,,,
107,AT4G39680,AT5G52110,AT1G29160,,,,
108,AT4G39400,AT5G52100,AT5G60670,,,,
109,AT4G39366,AT5G52010,AT3G11370,,,,
110,AT4G38180,AT5G51850,AT4G28652,,,,
111,AT4G38062,AT5G51690,AT1G60010,,,,
112,AT4G37470,AT5G51540,AT2G47990,,,,
113,AT4G36840,AT5G50760,AT5G55580,,,,
114,AT4G36810,AT5G50460,AT3G13510,,,,
115,AT4G36610,AT5G50310,AT1G49205,,,,
116,AT4G36240,AT5G49980,AT4G30720,,,,
117,AT4G35470,AT5G49910,AT2G18440,,,,
118,AT4G35270,AT5G49665,AT3G12920,,,,
119,AT4G34990,AT5G49660,AT2G42190,,,,
120,AT4G34920,AT5G49640,AT3G22104,,,,
121,AT4G34810,AT5G49170,AT1G50040,,,,
122,AT4G34800,AT5G49100,AT1G13250,,,,
123,AT4G34140,AT5G48990,AT1G74456,,,,
124,AT4G33470,AT5G48760,AT3G10525,,,,
125,AT4G32440,AT5G48480,AT5G01435,,,,
126,AT4G32430,AT5G47930,AT3G03145,,,,
127,AT4G31805,AT5G47640,AT5G07590,,,,
128,AT4G31680,AT5G47500,AT2G18940,,,,
129,AT4G30960,AT5G47320,AT4G29720,,,,
130,AT4G30820,AT5G47210,AT3G22970,,,,
131,AT4G30400,AT5G46840,AT5G22880,,,,
132,AT4G29830,AT5G46790,AT2G18890,,,,
133,AT4G29510,AT5G46570,AT4G04670,,,,
134,AT4G29240,AT5G46430,AT4G10480,,,,
135,AT4G28990,AT5G46170,AT4G02130,,,,
136,AT4G28680,AT5G45800,AT1G12710,,,,
137,AT4G28650,AT5G45775,AT5G51750,,,,
138,AT4G28260,AT5G45420,AT3G13310,,,,
139,AT4G28050,AT5G45275,AT2G31160,,,,
140,AT4G27595,AT5G44930,AT4G34750,,,,
141,AT4G27540,AT5G44578,AT2G28740,,,,
142,AT4G27370,AT5G44320,AT3G25640,,,,
143,AT4G27080,AT5G44110,AT2G10940,,,,
144,AT4G27060,AT5G43960,AT3G54400,,,,
145,AT4G26800,AT5G43810,AT2G42320,,,,
146,AT4G26790,AT5G43790,AT1G67430,,,,
147,AT4G26780,AT5G43210,AT5G39080,,,,
148,AT4G25780,AT5G43180,AT5G03830,,,,
149,AT4G24740,AT5G43155,AT3G07870,,,,
150,AT4G24510,AT5G43080,AT3G11410,,,,
151,AT4G24210,AT5G42800,AT5G05250,,,,
152,AT4G23630,AT5G42770,AT2G07015,,,,
153,AT4G23440,AT5G42720,AT2G02070,,,,
154,AT4G22790,AT5G42480,AT1G10470,,,,
155,AT4G22745,AT5G42400,AT1G75540,,,,
156,AT4G21890,AT5G42320,AT1G11175,,,,
157,AT4G21190,AT5G42020,AT5G65650,,,,
158,AT4G19150,AT5G41950,AT5G37260,,,,
159,AT4G19003,AT5G41670,AT4G37510,,,,
160,AT4G18840,AT5G41520,AT3G57490,,,,
161,AT4G18830,AT5G41330,AT2G43710,,,,
162,AT4G17680,AT5G40830,AT4G35720,,,,
163,AT4G14990,AT5G40770,AT1G71970,,,,
164,AT4G14050,AT5G40580,AT5G51550,,,,
165,AT4G13620,AT5G40400,AT5G04820,,,,
166,AT4G13160,AT5G39840,AT4G37540,,,,
167,AT4G12760,AT5G39740,AT1G18540,,,,
168,AT4G11640,AT5G38890,AT1G14920,,,,
169,AT4G11175,AT5G38360,AT2G47220,,,,
170,AT4G11100,AT5G37130,AT5G15210,,,,
171,AT4G10810,AT5G37020,AT3G05730,,,,
172,AT4G09970,AT5G37010,AT2G42290,,,,
173,AT4G08980,AT5G36230,AT4G18730,,,,
174,AT4G06770,AT5G35995,AT1G74050,,,,
175,AT4G05100,AT5G35960,AT5G03965,,,,
176,AT4G03935,AT5G35840,AT1G12460,,,,
177,AT4G03675,AT5G35620,AT5G12410,,,,
178,AT4G03600,AT5G35530,AT2G12170,,,,
179,AT4G03400,AT5G28919,AT5G03552,,,,
180,AT4G02630,AT5G28300,AT5G65310,,,,
181,AT4G01970,AT5G28060,AT1G30080,,,,
182,AT4G01915,AT5G27850,AT4G16563,,,,
183,AT4G01030,AT5G27770,AT5G65860,,,,
184,AT4G00030,AT5G27700,AT1G08657,,,,
185,AT3G61890,AT5G27550,AT5G15770,,,,
186,AT3G61360,AT5G27490,AT5G24570,,,,
187,AT3G61350,AT5G27460,AT3G53380,,,,
188,AT3G61090,AT5G27330,AT2G36530,,,,
189,AT3G60720,AT5G27230,AT5G43270,,,,
190,AT3G60320,AT5G27220,AT5G10550,,,,
191,AT3G60250,AT5G27120,AT3G22230,,,,
192,AT3G60220,AT5G26742,AT1G49660,,,,
193,AT3G59980,AT5G26680,AT1G07893,,,,
194,AT3G59810,AT5G26622,AT5G28540,,,,
195,AT3G58550,AT5G26310,AT5G04670,,,,
196,AT3G58110,AT5G26180,AT1G31230,,,,
197,AT3G57910,AT5G25890,AT4G34950,,,,
198,AT3G56890,AT5G25830,AT4G39361,,,,
199,AT3G56840,AT5G25810,AT2G19870,,,,
200,AT3G56680,AT5G25630,AT5G24660,,,,
201,AT3G56270,AT5G25360,AT5G02770,,,,
202,AT3G56260,AT5G25160,AT2G40900,,,,
203,AT3G56220,AT5G24890,AT5G57770,,,,
204,AT3G56110,AT5G24840,AT4G17880,,,,
205,AT3G55360,AT5G24830,AT5G67420,,,,
206,AT3G55120,AT5G24670,AT5G65660,,,,
207,AT3G54380,AT5G24460,AT5G61340,,,,
208,AT3G54220,AT5G24260,AT4G17430,,,,
209,AT3G52540,AT5G24105,AT1G72130,,,,
210,AT3G51980,AT5G23900,AT1G07280,,,,
211,AT3G51650,AT5G23800,AT5G02760,,,,
212,AT3G49690,AT5G23740,AT1G78170,,,,
213,AT3G48425,AT5G23480,AT2G41940,,,,
214,AT3G48210,AT5G23310,AT1G76880,,,,
215,AT3G47530,AT5G23250,AT1G64530,,,,
216,AT3G46320,AT5G23020,AT5G44170,,,,
217,AT3G45630,AT5G22794,AT5G25350,,,,
218,AT3G44380,AT5G22650,AT2G28550,,,,
219,AT3G44120,AT5G22290,AT3G15010,,,,
220,AT3G43840,AT5G22100,AT1G04770,,,,
221,AT3G43800,AT5G20890,AT2G48100,,,,
222,AT3G29639,AT5G20885,AT3G14560,,,,
223,AT3G28200,AT5G20870,AT5G14570,,,,
224,AT3G27650,AT5G20710,AT4G26520,,,,
225,AT3G27060,AT5G20635,AT1G09467,,,,
226,AT3G26640,AT5G20630,AT2G13690,,,,
227,AT3G26445,AT5G20180,AT1G30330,,,,
228,AT3G25790,AT5G20160,AT2G43900,,,,
229,AT3G25730,AT5G20130,AT3G04810,,,,
230,AT3G25580,AT5G20070,AT2G02950,,,,
231,AT3G25545,AT5G20040,AT1G02300,,,,
232,AT3G24300,AT5G19780,AT4G19700,,,,
233,AT3G23330,AT5G19750,AT1G62870,,,,
234,AT3G23070,AT5G19510,AT5G26960,,,,
235,AT3G22886,AT5G19500,AT5G09590,,,,
236,AT3G22810,AT5G19260,AT5G06440,,,,
237,AT3G22670,AT5G19210,AT1G54690,,,,
238,AT3G20898,AT5G19200,AT3G11070,,,,
239,AT3G18870,AT5G19090,AT1G69160,,,,
240,AT3G18610,AT5G18850,AT2G35470,,,,
241,AT3G18230,AT5G18690,AT5G55910,,,,
242,AT3G18165,AT5G18380,AT3G51110,,,,
243,AT3G18070,AT5G18065,AT2G04240,,,,
244,AT3G18050,AT5G17920,AT3G04070,,,,
245,AT3G18035,AT5G17670,AT1G72340,,,,
246,AT3G17670,AT5G17600,AT5G48930,,,,
247,AT3G16660,AT5G17240,AT1G06000,,,,
248,AT3G16570,AT5G17220,AT3G04140,,,,
249,AT3G15850,AT5G17040,AT2G44670,,,,
250,AT3G14810,AT5G16720,AT5G64620,,,,
251,AT3G14660,AT5G16320,AT5G51670,,,,
252,AT3G13520,AT5G16130,AT1G72430,,,,
253,AT3G12950,AT5G15980,AT1G76890,,,,
254,AT3G12390,AT5G15780,AT5G25780,,,,
255,AT3G10350,AT5G15750,AT5G07580,,,,
256,AT3G09175,AT5G15580,AT3G13570,,,,
257,AT3G08515,AT5G15537,AT1G30530,,,,
258,AT3G08275,AT5G15520,AT1G32450,,,,
259,AT3G08230,AT5G15200,AT3G63450,,,,
260,AT3G08010,AT5G14650,AT2G31150,,,,
261,AT3G07900,AT5G14210,AT1G26770,,,,
262,AT3G07730,AT5G14050,AT3G06150,,,,
263,AT3G06778,AT5G14040,AT2G22900,,,,
264,AT3G06740,AT5G13970,AT3G17040,,,,
265,AT3G06570,AT5G13960,AT1G31950,,,,
266,AT3G06120,AT5G13950,AT5G09670,,,,
267,AT3G05675,AT5G13420,AT2G09350,,,,
268,AT3G04760,AT5G13140,AT1G77680,,,,
269,AT3G03975,AT5G12470,AT5G07030,,,,
270,AT3G03515,AT5G11790,AT5G16750,,,,
271,AT3G03370,AT5G11640,AT5G57760,,,,
272,AT3G02485,AT5G11580,AT2G47970,,,,
273,AT3G01860,AT5G11270,AT4G20270,,,,
274,AT3G01475,AT5G11200,AT5G52550,,,,
275,AT3G01470,AT5G11170,AT3G49670,,,,
276,AT3G01360,AT5G10990,AT3G25717,,,,
277,AT2G48130,AT5G10950,AT3G17580,,,,
278,AT2G47350,AT5G10800,AT4G16141,,,,
279,AT2G45970,AT5G10745,AT1G70230,,,,
280,AT2G45180,AT5G10650,AT5G01810,,,,
281,AT2G45050,AT5G10630,AT3G61460,,,,
282,AT2G44760,AT5G10580,AT5G48730,,,,
283,AT2G44735,AT5G10530,AT1G23205,,,,
284,AT2G44700,AT5G10435,AT1G10020,,,,
285,AT2G44160,AT5G10360,AT5G44680,,,,
286,AT2G43670,AT5G10278,AT5G54145,,,,
287,AT2G43375,AT5G09900,AT5G54630,,,,
288,AT2G43060,AT5G09820,AT3G20015,,,,
289,AT2G42730,AT5G09460,AT5G25280,,,,
290,AT2G42580,AT5G08690,AT4G39260,,,,
291,AT2G40630,AT5G08640,AT3G50310,,,,
292,AT2G39940,AT5G08610,AT1G79160,,,,
293,AT2G39370,AT5G08550,AT3G61590,,,,
294,AT2G38820,AT5G08525,AT1G74850,,,,
295,AT2G38670,AT5G08515,AT1G50420,,,,
296,AT2G38390,AT5G08510,AT3G23810,,,,
297,AT2G38380,AT5G08495,AT3G01205,,,,
298,AT2G37750,AT5G08420,AT4G16390,,,,
299,AT2G37650,AT5G08180,AT3G46740,,,,
300,AT2G37480,AT5G08120,AT3G18420,,,,
301,AT2G37080,AT5G08070,AT4G31590,,,,
302,AT2G37035,AT5G08040,AT1G72040,,,,
303,AT2G37020,AT5G08000,AT2G45340,,,,
304,AT2G36540,AT5G07885,AT5G41920,,,,
305,AT2G36050,AT5G07340,AT1G72050,,,,
306,AT2G35585,AT5G07265,AT3G02570,,,,
307,AT2G34830,AT5G07240,AT4G17800,,,,
308,AT2G34750,AT5G07090,AT1G19835,,,,
309,AT2G34720,AT5G07015,AT3G57040,,,,
310,AT2G34570,AT5G06550,AT3G04400,,,,
311,AT2G34010,AT5G06360,AT2G45430,,,,
312,AT2G33480,AT5G06350,AT1G08650,,,,
313,AT2G32990,AT5G06110,AT1G04240,,,,
314,AT2G32710,AT5G05870,AT3G62630,,,,
315,AT2G32520,AT5G05780,AT5G02500,,,,
316,AT2G30760,AT5G05550,AT5G58900,,,,
317,AT2G30620,AT5G05510,AT5G08570,,,,
318,AT2G30330,AT5G05420,AT4G09040,,,,
319,AT2G29900,AT5G04940,AT1G78100,,,,
320,AT2G29060,AT5G04885,AT3G06870,,,,
321,AT2G28870,AT5G04800,AT4G29140,,,,
322,AT2G28810,AT5G04710,AT4G26540,,,,
323,AT2G28605,AT5G04600,AT3G57965,,,,
324,AT2G28120,AT5G04470,AT4G27840,,,,
325,AT2G27760,AT5G03850,AT5G59850,,,,
326,AT2G27740,AT5G03370,AT3G26810,,,,
327,AT2G26360,AT5G03300,AT1G79110,,,,
328,AT2G24945,AT5G03250,AT1G67030,,,,
329,AT2G24592,AT5G02960,AT2G26110,,,,
330,AT2G24540,AT5G02890,AT2G30424,,,,
331,AT2G23755,AT5G02870,AT5G48880,,,,
332,AT2G22740,AT5G02850,AT3G04550,,,,
333,AT2G22530,AT5G02750,AT2G04270,,,,
334,AT2G22400,AT5G02650,AT5G24100,,,,
335,AT2G21180,AT5G02460,AT1G68550,,,,
336,AT2G21140,AT5G01930,AT1G64455,,,,
337,AT2G20690,AT5G01910,AT4G36648,,,,
338,AT2G19150,AT5G01840,AT1G60505,,,,
339,AT2G18860,AT5G01215,AT3G09970,,,,
340,AT2G14880,AT5G00875,AT2G22100,,,,
341,AT2G09300,AT4G39980,AT2G37630,,,,
342,AT2G08730,AT4G39860,AT1G73350,,,,
343,AT2G08530,AT4G39200,AT2G23130,,,,
344,AT2G07050,AT4G38950,AT1G28310,,,,
345,AT2G05632,AT4G38910,AT5G04475,,,,
346,AT2G04680,AT4G38850,AT1G12850,,,,
347,AT2G04560,AT4G38660,AT1G23400,,,,
348,AT2G03410,AT4G38520,AT3G58660,,,,
349,AT2G02680,AT4G38430,AT1G49200,,,,
350,AT2G01760,AT4G38380,AT1G64950,,,,
351,AT2G01730,AT4G37895,AT1G07260,,,,
352,AT2G01710,AT4G37750,AT1G76090,,,,
353,AT2G01290,AT4G37740,AT1G78180,,,,
354,AT1G79720,AT4G37580,AT5G67280,,,,
355,AT1G78690,AT4G37432,AT3G04160,,,,
356,AT1G78600,AT4G37320,AT1G22550,,,,
357,AT1G78265,AT4G37090,AT4G09890,,,,
358,AT1G78010,AT4G36980,AT2G14660,,,,
359,AT1G77850,AT4G36795,AT4G16370,,,,
360,AT1G77570,AT4G36580,AT3G46790,,,,
361,AT1G76952,AT4G36420,AT1G68568,,,,
362,AT1G76790,AT4G36130,AT1G25260,,,,
363,AT1G76590,AT4G35900,AT4G35320,,,,
364,AT1G76050,AT4G35785,AT5G26290,,,,
365,AT1G75770,AT4G35640,AT4G00231,,,,
366,AT1G75730,AT4G35630,AT2G26730,,,,
367,AT1G75590,AT4G35260,AT1G14280,,,,
368,AT1G75295,AT4G35080,AT3G46130,,,,
369,AT1G74470,AT4G34980,AT1G80640,,,,
370,AT1G74453,AT4G34910,AT3G58120,,,,
371,AT1G73930,AT4G34900,AT5G15310,,,,
372,AT1G73440,AT4G34790,AT4G21510,,,,
373,AT1G72640,AT4G34740,AT2G42140,,,,
374,AT1G72510,AT4G34670,AT1G61840,,,,
375,AT1G72470,AT4G34570,AT5G57180,,,,
376,AT1G72360,AT4G34555,AT2G30230,,,,
377,AT1G71866,AT4G34290,AT1G50000,,,,
378,AT1G71720,AT4G34200,AT1G26920,,,,
379,AT1G70610,AT4G34000,AT3G25500,,,,
380,AT1G67190,AT4G33270,AT4G24780,,,,
381,AT1G62960,AT4G33000,AT4G37790,,,,
382,AT1G62950,AT4G32860,AT5G25620,,,,
383,AT1G62640,AT4G32720,AT5G11090,,,,
384,AT1G62520,AT4G32710,AT4G30930,,,,
385,AT1G61410,AT4G32660,AT1G78020,,,,
386,AT1G60550,AT4G32520,AT1G44050,,,,
387,AT1G60095,AT4G32400,AT5G56040,,,,
388,AT1G60000,AT4G32390,AT1G29450,,,,
389,AT1G59990,AT4G32290,AT3G59410,,,,
390,AT1G59980,AT4G32120,AT1G68490,,,,
391,AT1G56020,AT4G31910,AT3G53500,,,,
392,AT1G55360,AT4G31730,AT2G28200,,,,
393,AT1G55160,AT4G31700,AT5G67070,,,,
394,AT1G54730,AT4G31330,AT5G03230,,,,
395,AT1G53410,AT4G31230,AT2G22840,,,,
396,AT1G53250,AT4G31160,AT5G07670,,,,
397,AT1G52880,AT4G30980,AT4G25750,,,,
398,AT1G51430,AT4G30710,AT5G35753,,,,
399,AT1G51060,AT4G30570,AT3G19850,,,,
400,AT1G50510,AT4G30020,AT2G18160,,,,
401,AT1G50300,AT4G29905,AT1G75580,,,,
402,AT1G49850,AT4G29480,AT1G69530,,,,
403,AT1G49510,AT4G29410,AT5G18680,,,,
404,AT1G48500,AT4G29390,AT3G12930,,,,
405,AT1G47640,AT4G28720,AT5G66560,,,,
406,AT1G47056,AT4G28590,AT1G28060,,,,
407,AT1G45163,AT4G28310,AT3G20680,,,,
408,AT1G44810,AT4G27440,AT3G10527,,,,
409,AT1G44446,AT4G27380,AT4G21770,,,,
410,AT1G35250,AT4G27090,AT1G06160,,,,
411,AT1G31830,AT4G26950,AT3G45210,,,,
412,AT1G29500,AT4G26870,AT5G25757,,,,
413,AT1G29460,AT4G26840,AT5G40380,,,,
414,AT1G29430,AT4G26670,AT2G38180,,,,
415,AT1G29418,AT4G26600,AT2G17230,,,,
416,AT1G29357,AT4G26300,AT2G38310,,,,
417,AT1G28440,AT4G26150,AT1G72310,,,,
418,AT1G28170,AT4G26130,AT5G23280,,,,
419,AT1G26600,AT4G25890,AT2G02630,,,,
420,AT1G26208,AT4G25740,AT1G73830,,,,
421,AT1G26120,AT4G25631,AT2G02635,,,,
422,AT1G25450,AT4G25630,AT5G25340,,,,
423,AT1G23052,AT4G24900,AT5G59780,,,,
424,AT1G22270,AT4G24820,AT2G21560,,,,
425,AT1G22030,AT4G24700,AT4G14480,,,,
426,AT1G21920,AT4G24670,AT3G30180,,,,
427,AT1G21060,AT4G23750,AT2G26640,,,,
428,AT1G20470,AT4G23020,AT3G09275,,,,
429,AT1G20010,AT4G22730,AT5G16000,,,,
430,AT1G19630,AT4G22510,AT1G65290,,,,
431,AT1G19620,AT4G22495,AT1G68520,,,,
432,AT1G19480,AT4G22490,AT1G68560,,,,
433,AT1G19397,AT4G22485,AT1G09590,,,,
434,AT1G19170,AT4G22475,AT1G30440,,,,
435,AT1G18620,AT4G21900,AT4G13930,,,,
436,AT1G18610,AT4G21760,AT5G15850,,,,
437,AT1G18490,AT4G21660,AT3G50670,,,,
438,AT1G18290,AT4G20740,AT4G13495,,,,
439,AT1G17345,AT4G20480,AT1G68570,,,,
440,AT1G17230,AT4G20350,AT5G56030,,,,
441,AT1G16800,AT4G20280,AT4G12970,,,,
442,AT1G16490,AT4G20130,AT2G30520,,,,
443,AT1G16320,AT4G20060,AT4G00238,,,,
444,AT1G15390,AT4G19710,AT3G14900,,,,
445,AT1G15340,AT4G19100,AT2G46690,,,,
446,AT1G15165,AT4G18905,AT5G53500,,,,
447,AT1G14685,AT4G18750,AT5G13180,,,,
448,AT1G14270,AT4G18700,AT4G38710,,,,
449,AT1G14200,AT4G17610,AT1G78080,,,,
450,AT1G14140,AT4G17540,AT1G08250,,,,
451,AT1G13690,AT4G17390,AT2G41230,,,,
452,AT1G13245,AT4G17180,AT5G59910,,,,
453,AT1G12700,AT4G17090,AT5G11550,,,,
454,AT1G11820,AT4G17080,AT1G34245,,,,
455,AT1G11800,AT4G16630,AT1G17840,,,,
456,AT1G11710,AT4G16447,AT1G79930,,,,
457,AT1G10550,AT4G16360,AT2G28110,,,,
458,AT1G10480,AT4G16146,AT4G01410,,,,
459,AT1G10370,AT4G16143,AT4G08035,,,,
460,AT1G10210,AT4G15850,AT5G13930,,,,
461,AT1G10120,AT4G15640,AT1G13930,,,,
462,AT1G10060,AT4G15380,AT1G78450,,,,
463,AT1G09900,AT4G15160,AT1G12090,,,,
464,AT1G09760,AT4G15000,AT3G17160,,,,
465,AT1G09757,AT4G14960,AT1G63680,,,,
466,AT1G08810,AT4G14780,AT5G15845,,,,
467,AT1G08670,AT4G14605,AT4G06598,,,,
468,AT1G08660,AT4G14320,AT4G34760,,,,
469,AT1G08570,AT4G14300,AT5G56010,,,,
470,AT1G08300,AT4G14096,AT3G57970,,,,
471,AT1G08165,AT4G14010,AT5G23680,,,,
472,AT1G07753,AT4G13970,AT1G15260,,,,
473,AT1G07420,AT4G13850,AT5G60050,,,,
474,AT1G07200,AT4G13750,AT3G46030,,,,
475,AT1G06980,AT4G13575,AT2G44940,,,,
476,AT1G06977,AT4G13170,AT1G26580,,,,
477,AT1G06530,AT4G12870,AT3G06770,,,,
478,AT1G06083,AT4G12740,AT5G62920,,,,
479,AT1G06010,AT4G12620,AT5G52900,,,,
480,AT1G05150,AT4G12320,AT5G61590,,,,
481,AT1G05055,AT4G12310,AT1G09780,,,,
482,AT1G04893,AT4G12130,AT4G01037,,,,
483,AT1G04357,AT4G11460,AT1G13940,,,,
484,AT1G04030,AT4G11420,AT1G78570,,,,
485,AT1G03940,AT4G11160,AT1G43710,,,,
486,AT1G01760,AT4G11140,AT3G25890,,,,
487,AT1G01610,AT4G10750,AT5G42130,,,,
488,,AT4G10710,AT2G39681,,,,
489,,AT4G10450,AT4G12390,,,,
490,,AT4G10400,AT4G17520,,,,
491,,AT4G10380,AT4G04435,,,,
492,,AT4G10070,AT3G14240,,,,
493,,AT4G09845,AT2G40690,,,,
494,,AT4G09840,AT2G34340,,,,
495,,AT4G09730,AT1G72610,,,,
496,,AT4G09620,AT5G60850,,,,
497,,AT4G09510,AT3G03990,,,,
498,,AT4G09320,AT2G42170,,,,
499,,AT4G08910,AT4G10600,,,,
500,,AT4G08570,AT4G25990,,,,
501,,AT4G07410,AT1G62830,,,,
502,,AT4G06705,AT1G13360,,,,
503,,AT4G06695,AT1G10230,,,,
504,,AT4G05815,AT3G62980,,,,
505,,AT4G05785,AT3G02170,,,,
506,,AT4G05410,AT2G04650,,,,
507,,AT4G04970,AT4G28240,,,,
508,,AT4G04950,AT4G19380,,,,
509,,AT4G04885,AT5G49330,,,,
510,,AT4G04610,AT4G02440,,,,
511,,AT4G04370,AT3G18490,,,,
512,,AT4G04350,AT2G09660,,,,
513,,AT4G04275,AT1G61990,,,,
514,,AT4G03940,AT5G19770,,,,
515,,AT4G03150,AT1G24020,,,,
516,,AT4G03070,AT4G36808,,,,
517,,AT4G02990,AT5G51770,,,,
518,,AT4G02930,AT2G44830,,,,
519,,AT4G02820,AT3G52060,,,,
520,,AT4G02400,AT2G47250,,,,
521,,AT4G02290,AT3G28040,,,,
522,,AT4G02060,AT5G12050,,,,
