,COL,LYM,COL_LYM,CERK,COL_CERK,LYM_CERK,ALL
133,AT5G14210,AT2G38270,AT3G07430,,,,
134,AT5G14200,AT2G37925,AT2G47590,,,,
135,AT5G13900,AT2G37820,AT2G37690,,,,
136,AT5G13850,AT2G37390,AT2G32230,,,,
137,AT5G13840,AT2G37180,AT3G13120,,,,
138,AT5G13520,AT2G35660,AT5G42720,,,,
139,AT5G11790,AT2G34680,AT3G18170,,,,
140,AT5G11590,AT2G33770,AT1G09750,,,,
141,AT5G11550,AT2G32630,AT2G40100,,,,
142,AT5G11510,AT2G32620,AT2G02740,,,,
143,AT5G10920,AT2G30695,AT3G04650,,,,
144,AT5G10360,AT2G29090,AT1G14960,,,,
145,AT5G10240,AT2G25880,AT3G01860,,,,
146,AT5G09660,AT2G23410,AT1G49870,,,,
147,AT5G09530,AT2G22900,AT3G16440,,,,
148,AT5G09520,AT2G22610,AT4G22880,,,,
149,AT5G09510,AT2G21370,AT2G36250,,,,
150,AT5G08650,AT2G19870,AT4G28250,,,,
151,AT5G08620,AT2G18800,AT3G13180,,,,
152,AT5G08400,AT2G07170,AT4G25050,,,,
153,AT5G08330,AT2G02500,AT1G06000,,,,
154,AT5G08250,AT2G01910,AT3G25860,,,,
155,AT5G08040,AT2G01290,AT2G27402,,,,
156,AT5G07690,AT1G80120,AT1G30530,,,,
157,AT5G07240,AT1G79630,AT5G60660,,,,
158,AT5G07130,AT1G78100,AT5G51720,,,,
159,AT5G07090,AT1G76110,AT1G64390,,,,
160,AT5G06885,AT1G75860,AT5G07030,,,,
161,AT5G06710,AT1G75580,AT5G04130,,,,
162,AT5G06530,AT1G75125,AT1G31330,,,,
163,AT5G06160,AT1G74690,AT2G40490,,,,
164,AT5G06150,AT1G74000,AT1G49860,,,,
165,AT5G04620,AT1G73860,AT3G16250,,,,
166,AT5G04360,AT1G73620,AT3G13460,,,,
167,AT5G03850,AT1G73090,AT5G54230,,,,
168,AT5G03195,AT1G72230,AT1G64770,,,,
169,AT5G02960,AT1G71500,AT4G24280,,,,
170,AT5G02870,AT1G70310,AT5G54370,,,,
171,AT5G02450,AT1G70070,AT2G26330,,,,
172,AT5G02270,AT1G70000,AT1G74470,,,,
173,AT5G02115,AT1G68850,AT1G12800,,,,
174,AT5G01890,AT1G67110,AT3G48730,,,,
175,AT5G01760,AT1G65985,AT1G09310,,,,
176,AT5G01530,AT1G65570,AT2G45470,,,,
177,AT5G01260,AT1G65310,AT3G09260,,,,
178,AT5G01060,AT1G57540,AT4G17560,,,,
179,AT4G40030,AT1G56670,AT4G12320,,,,
180,AT4G39900,AT1G56070,AT1G62750,,,,
181,AT4G39880,AT1G55320,AT4G16390,,,,
182,AT4G39710,AT1G53233,AT3G59780,,,,
183,AT4G39300,AT1G51830,AT4G19710,,,,
184,AT4G39200,AT1G51310,AT5G03390,,,,
185,AT4G39040,AT1G51080,AT1G72040,,,,
186,AT4G38860,AT1G50490,AT4G20362,,,,
187,AT4G38680,AT1G49760,AT2G36830,,,,
188,AT4G38150,AT1G48500,AT2G42600,,,,
189,AT4G37920,AT1G48030,AT1G74770,,,,
190,AT4G37650,AT1G45163,AT3G04400,,,,
191,AT4G37540,AT1G44110,AT4G34290,,,,
192,AT4G37410,AT1G43140,AT3G63140,,,,
193,AT4G37409,AT1G32500,AT3G04790,,,,
194,AT4G37100,AT1G32100,AT1G18370,,,,
195,AT4G36230,AT1G31800,AT3G13740,,,,
196,AT4G36130,AT1G27660,AT5G59500,,,,
197,AT4G35730,AT1G27470,AT5G38430,,,,
198,AT4G35100,AT1G25510,AT5G02500,,,,
199,AT4G34760,AT1G21650,AT5G57170,,,,
200,AT4G34750,AT1G18440,AT4G24770,,,,
201,AT4G34730,AT1G18330,AT5G28500,,,,
202,AT4G34650,AT1G16630,AT5G08570,,,,
203,AT4G34620,AT1G16530,AT3G15190,,,,
204,AT4G34190,AT1G16445,AT5G44340,,,,
205,AT4G33865,AT1G15730,AT4G09040,,,,
206,AT4G33610,AT1G15510,AT3G22620,,,,
207,AT4G33260,AT1G15460,AT3G16420,,,,
208,AT4G33250,AT1G14480,AT2G44640,,,,
209,AT4G32720,AT1G13820,AT5G13630,,,,
210,AT4G31850,AT1G13370,AT3G25660,,,,
211,AT4G31840,AT1G07780,AT4G23940,,,,
212,AT4G31210,AT1G05590,AT3G55120,,,,
213,AT4G30670,AT1G04823,AT1G74880,,,,
214,AT4G30660,AT1G04550,AT3G14930,,,,
215,AT4G30650,AT1G04247,AT4G12830,,,,
216,AT4G30610,AT1G04110,AT1G44575,,,,
217,AT4G30330,AT1G01090,AT3G24518,,,,
218,AT4G30140,,AT3G02060,,,,
219,AT4G29740,,AT1G69200,,,,
220,AT4G29560,,AT3G62060,,,,
221,AT4G29410,,AT5G48880,,,,
222,AT4G29390,,AT4G26370,,,,
223,AT4G29020,,AT2G25060,,,,
224,AT4G28940,,AT5G39980,,,,
225,AT4G28780,,AT5G27390,,,,
226,AT4G28510,,AT5G66055,,,,
227,AT4G28320,,AT2G01530,,,,
228,AT4G28210,,AT5G14050,,,,
229,AT4G28190,,AT2G01520,,,,
230,AT4G27490,,AT5G01220,,,,
231,AT4G27440,,AT5G30510,,,,
232,AT4G27340,,AT2G28900,,,,
233,AT4G27260,,AT3G56090,,,,
234,AT4G27090,,AT5G55280,,,,
235,AT4G26670,,AT2G19970,,,,
236,AT4G26660,,AT1G24090,,,,
237,AT4G26600,,AT2G21280,,,,
238,AT4G26320,,AT3G45030,,,,
239,AT4G26300,,AT5G26800,,,,
240,AT4G26150,,AT5G40850,,,,
241,AT4G25960,,AT5G45700,,,,
242,AT4G25740,,AT1G01790,,,,
243,AT4G25630,,AT1G71695,,,,
244,AT4G25370,,AT1G70370,,,,
245,AT4G25080,,AT4G02790,,,,
246,AT4G24670,,AT3G58610,,,,
247,AT4G23820,,AT1G15140,,,,
248,AT4G23740,,AT3G16450,,,,
249,AT4G22930,,AT5G52050,,,,
250,AT4G22860,,AT3G56130,,,,
251,AT4G22610,,AT4G15390,,,,
252,AT4G21760,,AT2G05920,,,,
253,AT4G20890,,AT2G28000,,,,
254,AT4G20820,,AT1G64400,,,,
255,AT4G20020,,AT3G62530,,,,
256,AT4G19690,,AT4G01050,,,,
257,AT4G19100,,AT5G57180,,,,
258,AT4G18570,,AT5G08610,,,,
259,AT4G18100,,AT5G63140,,,,
260,AT4G17390,,AT5G08640,,,,
261,AT4G17040,,AT5G11450,,,,
262,AT4G16720,,AT5G47190,,,,
263,AT4G16155,,AT5G26742,,,,
264,AT4G15640,,AT1G06950,,,,
265,AT4G15393,,AT4G33030,,,,
266,AT4G15000,,AT4G24780,,,,
267,AT4G14780,,AT3G52150,,,,
268,AT4G14342,,AT3G63510,,,,
269,AT4G14320,,AT1G06190,,,,
270,AT4G13850,,AT4G35490,,,,
271,AT4G13770,,AT3G20440,,,,
272,AT4G13570,,AT3G46780,,,,
273,AT4G13235,,AT2G36885,,,,
274,AT4G12970,,AT5G48070,,,,
275,AT4G12900,,AT1G32470,,,,
276,AT4G12800,,AT1G05190,,,,
277,AT4G12600,,AT3G51740,,,,
278,AT4G12510,,AT5G55180,,,,
279,AT4G11700,,AT5G15200,,,,
280,AT4G11210,,AT2G40300,,,,
281,AT4G10480,,AT4G21270,,,,
282,AT4G10450,,AT1G04620,,,,
283,AT4G08295,,AT5G14650,,,,
284,AT4G06695,,AT4G18440,,,,
285,AT4G05520,,AT5G46890,,,,
286,AT4G04840,,AT5G06290,,,,
287,AT4G04750,,AT3G61470,,,,
288,AT4G04135,,AT5G13650,,,,
289,AT4G03292,,AT3G14110,,,,
290,AT4G03100,,AT3G12930,,,,
291,AT4G02770,,AT3G11964,,,,
292,AT4G02530,,AT5G19220,,,,
293,AT4G02290,,AT4G21770,,,,
294,AT4G02180,,AT5G21430,,,,
295,AT4G02130,,AT4G20130,,,,
296,AT4G01730,,AT5G13580,,,,
297,AT4G01150,,AT5G16715,,,,
298,AT4G00810,,AT3G63160,,,,
299,AT4G00490,,AT3G13470,,,,
300,AT4G00360,,AT1G55490,,,,
301,AT4G00100,,AT5G42800,,,,
302,AT4G00080,,AT1G03680,,,,
303,AT4G00050,,AT1G03475,,,,
304,AT3G62870,,AT3G57610,,,,
305,AT3G62750,,AT5G50210,,,,
306,AT3G62270,,AT3G14390,,,,
307,AT3G62250,,AT5G05270,,,,
308,AT3G62030,,AT1G18080,,,,
309,AT3G60900,,AT2G48140,,,,
310,AT3G60840,,AT5G66470,,,,
311,AT3G60245,,AT3G17185,,,,
312,AT3G59980,,AT1G70890,,,,
313,AT3G59820,,AT3G15950,,,,
314,AT3G59540,,AT4G35300,,,,
315,AT3G59400,,AT4G17340,,,,
316,AT3G59370,,AT3G54050,,,,
317,AT3G58990,,AT5G08050,,,,
318,AT3G58830,,AT5G05740,,,,
319,AT3G58650,,AT4G02450,,,,
320,AT3G57150,,AT5G48000,,,,
321,AT3G57010,,AT3G14940,,,,
322,AT3G56940,,AT3G29250,,,,
323,AT3G56910,,AT4G29060,,,,
324,AT3G56900,,AT2G33800,,,,
325,AT3G56825,,AT2G28950,,,,
326,AT3G56570,,AT2G38010,,,,
327,AT3G56480,,AT2G22670,,,,
328,AT3G56430,,AT3G13435,,,,
329,AT3G56070,,AT3G51240,,,,
330,AT3G55750,,AT3G14900,,,,
331,AT3G55660,,AT3G09250,,,,
332,AT3G55280,,AT5G53500,,,,
333,AT3G55130,,AT1G79560,,,,
334,AT3G54890,,AT1G61520,,,,
335,AT3G54600,,AT5G52520,,,,
336,AT3G54560,,AT4G14960,,,,
337,AT3G54470,,AT4G33680,,,,
338,AT3G54210,,AT2G16850,,,,
339,AT3G53980,,AT5G51820,,,,
340,AT3G53700,,AT5G20630,,,,
341,AT3G53190,,AT3G46700,,,,
342,AT3G53020,,AT1G63680,,,,
343,AT3G52960,,AT1G74970,,,,
344,AT3G52910,,AT3G09500,,,,
345,AT3G52720,,AT4G11190,,,,
346,AT3G52580,,AT2G35370,,,,
347,AT3G52390,,AT3G04260,,,,
348,AT3G52380,,AT2G37220,,,,
349,AT3G51350,,AT5G15180,,,,
350,AT3G51230,,AT5G57785,,,,
351,AT3G51030,,AT1G14810,,,,
352,AT3G49910,,AT1G07320,,,,
353,AT3G49680,,AT2G39310,,,,
354,AT3G49330,,AT1G13420,,,,
355,AT3G49260,,AT5G19040,,,,
356,AT3G49010,,AT5G43290,,,,
357,AT3G48930,,AT1G48350,,,,
358,AT3G48560,,AT4G01037,,,,
359,AT3G48420,,AT5G60390,,,,
360,AT3G48100,,AT1G78570,,,,
361,AT3G47980,,AT3G26060,,,,
362,AT3G47500,,AT4G39470,,,,
363,AT3G47470,,AT5G15780,,,,
364,AT3G47350,,AT5G26280,,,,
365,AT3G46970,,AT3G61820,,,,
366,AT3G46650,,AT3G55010,,,,
367,AT3G46540,,AT1G08520,,,,
368,AT3G46270,,AT2G04030,,,,
369,AT3G46130,,AT2G37170,,,,
370,AT3G45980,,AT2G41680,,,,
371,AT3G45650,,AT4G23430,,,,
372,AT3G45070,,AT2G39040,,,,
373,AT3G45050,,AT4G39330,,,,
374,AT3G44750,,AT3G02885,,,,
375,AT3G44730,,AT3G01505,,,,
376,AT3G44010,,AT4G36610,,,,
377,AT3G42725,,AT5G08280,,,,
378,AT3G42170,,AT1G14030,,,,
379,AT3G32980,,AT4G38950,,,,
380,AT3G32040,,AT5G49330,,,,
381,AT3G29780,,AT4G32520,,,,
382,AT3G29030,,AT2G35960,,,,
383,AT3G28900,,AT5G35360,,,,
384,AT3G27830,,AT5G05580,,,,
385,AT3G27740,,AT5G48470,,,,
386,AT3G26445,,AT5G42480,,,,
387,AT3G25710,,AT3G51238,,,,
388,AT3G25530,,AT2G35040,,,,
389,AT3G25520,,AT3G62910,,,,
390,AT3G25470,,AT3G63190,,,,
391,AT3G24830,,AT1G65490,,,,
392,AT3G24770,,AT5G11880,,,,
393,AT3G24300,,AT1G43605,,,,
394,AT3G23810,,AT4G30950,,,,
395,AT3G23670,,AT1G66800,,,,
396,AT3G23390,,AT3G27850,,,,
397,AT3G22230,,AT3G23820,,,,
398,AT3G21580,,AT5G20290,,,,
399,AT3G21200,,AT5G48010,,,,
400,AT3G21055,,AT1G02730,,,,
401,AT3G20150,,AT1G30110,,,,
402,AT3G19820,,AT1G73530,,,,
403,AT3G19810,,AT5G35630,,,,
404,AT3G19508,,AT3G54260,,,,
405,AT3G19430,,AT3G03025,,,,
406,AT3G19370,,AT1G29070,,,,
407,AT3G18900,,AT3G48720,,,,
408,AT3G18760,,AT1G48600,,,,
409,AT3G18690,,AT5G62670,,,,
410,AT3G18600,,AT3G04340,,,,
411,AT3G18580,,AT3G01480,,,,
412,AT3G18490,,AT3G10840,,,,
413,AT3G18450,,AT1G03630,,,,
414,AT3G18420,,AT1G56050,,,,
415,AT3G17840,,AT5G13510,,,,
416,AT3G17360,,AT1G75280,,,,
417,AT3G17170,,AT4G01690,,,,
418,AT3G17160,,AT1G30680,,,,
419,AT3G16950,,AT3G54090,,,,
420,AT3G16640,,AT3G21560,,,,
421,AT3G16430,,AT1G76450,,,,
422,AT3G16380,,AT5G18570,,,,
423,AT3G16370,,AT5G08540,,,,
424,AT3G16140,,AT5G36180,,,,
425,AT3G15790,,AT2G36690,,,,
426,AT3G15200,,AT1G09513,,,,
427,AT3G15095,,AT5G19620,,,,
428,AT3G14660,,AT1G31690,,,,
429,AT3G14600,,AT1G68590,,,,
430,AT3G13690,,AT2G19990,,,,
431,AT3G13560,,AT5G08825,,,,
432,AT3G13490,,AT5G17220,,,,
433,AT3G12080,,AT3G60750,,,,
434,AT3G11520,,AT2G31840,,,,
435,AT3G10610,,AT3G10690,,,,
436,AT3G10530,,AT1G50450,,,,
437,AT3G10270,,AT5G02095,,,,
438,AT3G10080,,AT1G62780,,,,
439,AT3G09860,,AT3G15140,,,,
440,AT3G09820,,AT2G35500,,,,
441,AT3G09210,,AT1G05570,,,,
442,AT3G08740,,AT3G58700,,,,
443,AT3G08520,,AT2G38230,,,,
444,AT3G08225,,AT3G53900,,,,
445,AT3G07320,,AT5G47450,,,,
446,AT3G07200,,AT3G01500,,,,
447,AT3G07110,,AT4G01310,,,,
448,AT3G06730,,AT2G42220,,,,
449,AT3G06700,,AT3G52180,,,,
450,AT3G06680,,AT5G63420,,,,
451,AT3G06430,,AT5G19221,,,,
452,AT3G06320,,AT3G25700,,,,
453,AT3G06130,,AT5G20720,,,,
454,AT3G05880,,AT5G18380,,,,
455,AT3G05590,,AT3G06980,,,,
456,AT3G05560,,AT5G14660,,,,
457,AT3G05340,,AT3G08785,,,,
458,AT3G04840,,AT5G04530,,,,
459,AT3G04730,,AT3G03630,,,,
460,AT3G04630,,AT1G78990,,,,
461,AT3G04550,,AT3G23090,,,,
462,AT3G04290,,AT1G11430,,,,
463,AT3G04255,,AT3G60210,,,,
464,AT3G03910,,AT1G12900,,,,
465,AT3G03710,,AT3G44890,,,,
466,AT3G03275,,AT1G13270,,,,
467,AT3G03200,,AT3G16410,,,,
468,AT3G03190,,AT3G24430,,,,
469,AT3G03060,,AT3G53460,,,,
470,AT3G02730,,AT4G24750,,,,
471,AT3G02450,,AT2G04530,,,,
472,AT3G02080,,AT5G57110,,,,
473,AT3G02030,,AT4G12545,,,,
474,AT3G02020,,AT1G48570,,,,
475,AT3G01485,,AT3G48500,,,,
476,AT3G01440,,AT1G65060,,,,
477,AT3G01260,,AT1G15500,,,,
478,AT3G01045,,AT4G20360,,,,
479,AT2G48120,,AT5G46580,,,,
480,AT2G47935,,AT2G47940,,,,
481,AT2G47610,,AT5G55220,,,,
482,AT2G47460,,AT3G45710,,,,
483,AT2G47110,,AT5G38020,,,,
484,AT2G46820,,AT1G21600,,,,
485,AT2G46630,,AT4G11320,,,,
486,AT2G45900,,AT1G78120,,,,
487,AT2G45870,,AT4G28660,,,,
488,AT2G45770,,AT5G13930,,,,
489,AT2G45560,,,,,,
490,AT2G45315,,,,,,
491,AT2G44650,,,,,,
492,AT2G44430,,,,,,
493,AT2G44120,,,,,,
494,AT2G43630,,,,,,
495,AT2G43535,,,,,,
496,AT2G43460,,,,,,
497,AT2G43290,,,,,,
498,AT2G43200,,,,,,
499,AT2G42770,,,,,,
500,AT2G41950,,,,,,
501,AT2G41840,,,,,,
502,AT2G41310,,,,,,
503,AT2G40480,,,,,,
504,AT2G40008,,,,,,
505,AT2G39700,,,,,,
506,AT2G39460,,,,,,
507,AT2G39390,,,,,,
508,AT2G39220,,,,,,
509,AT2G39190,,,,,,
510,AT2G38695,,,,,,
511,AT2G38210,,,,,,
512,AT2G38080,,,,,,
513,AT2G37860,,,,,,
514,AT2G37660,,,,,,
515,AT2G37630,,,,,,
516,AT2G37230,,,,,,
517,AT2G37190,,,,,,
518,AT2G36650,,,,,,
519,AT2G36620,,,,,,
520,AT2G36230,,,,,,
521,AT2G36170,,,,,,
522,AT2G36160,,,,,,
523,AT2G35790,,,,,,
524,AT2G35770,,,,,,
525,AT2G35240,,,,,,
526,AT2G34860,,,,,,
527,AT2G34470,,,,,,
528,AT2G34430,,,,,,
529,AT2G34325,,,,,,
530,AT2G34180,,,,,,
531,AT2G33850,,,,,,
532,AT2G33790,,,,,,
533,AT2G33560,,,,,,
534,AT2G33460,,,,,,
535,AT2G33370,,,,,,
536,AT2G32990,,,,,,
537,AT2G32765,,,,,,
538,AT2G32690,,,,,,
539,AT2G32650,,,,,,
540,AT2G32645,,,,,,
541,AT2G32180,,,,,,
542,AT2G31610,,,,,,
543,AT2G31060,,,,,,
544,AT2G30820,,,,,,
545,AT2G30320,,,,,,
546,AT2G30210,,,,,,
547,AT2G29550,,,,,,
548,AT2G29180,,,,,,
549,AT2G28740,,,,,,
550,AT2G28720,,,,,,
551,AT2G28620,,,,,,
552,AT2G28160,,,,,,
553,AT2G27720,,,,,,
554,AT2G27710,,,,,,
555,AT2G27610,,,,,,
556,AT2G27530,,,,,,
557,AT2G26975,,,,,,
558,AT2G26900,,,,,,
559,AT2G26790,,,,,,
560,AT2G26360,,,,,,
561,AT2G26180,,,,,,
562,AT2G25840,,,,,,
563,AT2G25830,,,,,,
564,AT2G25210,,,,,,
565,AT2G25160,,,,,,
566,AT2G24610,,,,,,
567,AT2G24120,,,,,,
568,AT2G24090,,,,,,
569,AT2G24020,,,,,,
570,AT2G23930,,,,,,
571,AT2G23000,,,,,,
572,AT2G22920,,,,,,
573,AT2G21660,,,,,,
574,AT2G21385,,,,,,
575,AT2G21220,,,,,,
576,AT2G21050,,,,,,
577,AT2G20890,,,,,,
578,AT2G20635,,,,,,
579,AT2G20450,,,,,,
580,AT2G19730,,,,,,
581,AT2G19670,,,,,,
582,AT2G19060,,,,,,
583,AT2G18980,,,,,,
584,AT2G18020,,,,,,
585,AT2G17470,,,,,,
586,AT2G16270,,,,,,
587,AT2G15000,,,,,,
588,AT2G14880,,,,,,
589,AT2G13820,,,,,,
590,AT2G12462,,,,,,
591,AT2G12170,,,,,,
592,AT2G11910,,,,,,
593,AT2G11810,,,,,,
594,AT2G07340,,,,,,
595,AT2G07245,,,,,,
596,AT2G05990,,,,,,
597,AT2G05910,,,,,,
598,AT2G04842,,,,,,
599,AT2G04090,,,,,,
600,AT2G03280,,,,,,
601,AT2G03090,,,,,,
602,AT2G02100,,,,,,
603,AT2G01250,,,,,,
604,AT1G80850,,,,,,
605,AT1G80770,,,,,,
606,AT1G80640,,,,,,
607,AT1G80280,,,,,,
608,AT1G80240,,,,,,
609,AT1G79850,,,,,,
610,AT1G79460,,,,,,
611,AT1G79150,,,,,,
612,AT1G79110,,,,,,
613,AT1G78600,,,,,,
614,AT1G78580,,,,,,
615,AT1G78480,,,,,,
616,AT1G78370,,,,,,
617,AT1G78360,,,,,,
618,AT1G77940,,,,,,
619,AT1G77750,,,,,,
620,AT1G77400,,,,,,
621,AT1G77060,,,,,,
622,AT1G76680,,,,,,
623,AT1G76540,,,,,,
624,AT1G75900,,,,,,
625,AT1G75270,,,,,,
626,AT1G74560,,,,,,
627,AT1G74270,,,,,,
628,AT1G74260,,,,,,
629,AT1G73885,,,,,,
630,AT1G72610,,,,,,
631,AT1G72600,,,,,,
632,AT1G72210,,,,,,
633,AT1G72050,,,,,,
634,AT1G72030,,,,,,
635,AT1G71692,,,,,,
636,AT1G70985,,,,,,
637,AT1G70710,,,,,,
638,AT1G70600,,,,,,
639,AT1G70470,,,,,,
640,AT1G70200,,,,,,
641,AT1G69830,,,,,,
642,AT1G69740,,,,,,
643,AT1G69620,,,,,,
644,AT1G69020,,,,,,
