,COL,LYM,COL_LYM,CERK,COL_CERK,LYM_CERK,ALL
97,AT5G39510,AT3G18270,AT4G23300,,,,
98,AT5G39100,AT3G17770,AT1G65690,,,,
99,AT5G39040,AT3G14960,AT1G23730,,,,
100,AT5G39020,AT3G13224,AT5G38780,,,,
101,AT5G38940,AT3G11080,AT2G43570,,,,
102,AT5G38200,AT3G10500,AT1G76150,,,,
103,AT5G37490,AT3G06435,AT1G78850,,,,
104,AT5G36880,AT3G05090,AT1G69850,,,,
105,AT5G36160,AT3G03270,AT1G02920,,,,
106,AT5G35700,AT3G03105,AT5G38900,,,,
107,AT5G35370,AT3G02800,AT1G26690,,,,
108,AT5G34930,AT3G01640,AT5G42050,,,,
109,AT5G33290,AT3G01300,AT3G11840,,,,
110,AT5G28350,AT2G48090,AT2G30720,,,,
111,AT5G28050,AT2G46980,AT5G48540,,,,
112,AT5G27520,AT2G46550,AT4G09225,,,,
113,AT5G27280,AT2G46390,AT3G46280,,,,
114,AT5G27060,AT2G43760,AT2G27390,,,,
115,AT5G25910,AT2G43580,AT3G56360,,,,
116,AT5G25900,AT2G43060,AT1G67148,,,,
117,AT5G25360,AT2G39960,AT3G16525,,,,
118,AT5G25350,AT2G39270,AT2G31880,,,,
119,AT5G25280,AT2G38710,AT3G48850,,,,
120,AT5G25180,AT2G36910,AT1G09570,,,,
121,AT5G25070,AT2G35810,AT2G30600,,,,
122,AT5G24810,AT2G33480,AT3G13790,,,,
123,AT5G24160,AT2G32910,AT3G54620,,,,
124,AT5G23830,AT2G32030,AT1G32940,,,,
125,AT5G23630,AT2G27730,AT4G20830,,,,
126,AT5G22920,AT2G23980,AT4G12470,,,,
127,AT5G22555,AT2G23320,AT3G50480,,,,
128,AT5G22460,AT2G23270,AT4G36430,,,,
129,AT5G21990,AT2G22880,AT1G13520,,,,
130,AT5G20620,AT2G19470,AT5G65600,,,,
131,AT5G20480,AT2G18680,AT1G55020,,,,
132,AT5G20250,AT2G17850,AT3G54150,,,,
133,AT5G18900,AT2G17790,AT5G28830,,,,
134,AT5G18840,AT2G16060,AT1G19350,,,,
135,AT5G18520,AT2G13790,AT5G64570,,,,
136,AT5G18490,AT2G03510,AT3G26830,,,,
137,AT5G18480,AT2G01680,AT4G37980,,,,
138,AT5G18470,AT1G79450,AT1G74010,,,,
139,AT5G18130,AT1G78280,AT5G27420,,,,
140,AT5G17860,AT1G77020,AT5G67340,,,,
141,AT5G17770,AT1G73805,AT3G20500,,,,
142,AT5G17380,AT1G68862,AT1G49570,,,,
143,AT5G17190,AT1G67060,AT4G12290,,,,
144,AT5G16910,AT1G66680,AT2G45300,,,,
145,AT5G16680,AT1G66240,AT1G18975,,,,
146,AT5G16660,AT1G64850,AT4G23170,,,,
147,AT5G16370,AT1G64370,AT1G05347,,,,
148,AT5G15730,AT1G62740,AT4G22240,,,,
149,AT5G15130,AT1G62730,AT1G09560,,,,
150,AT5G14000,AT1G61790,AT4G34230,,,,
151,AT5G13820,AT1G56450,AT2G02230,,,,
152,AT5G13810,AT1G56330,AT4G18250,,,,
153,AT5G13640,AT1G55450,AT4G38540,,,,
154,AT5G11850,AT1G55390,AT1G18570,,,,
155,AT5G11520,AT1G54575,AT3G48000,,,,
156,AT5G11330,AT1G51920,AT1G03400,,,,
157,AT5G11110,AT1G51670,AT4G11521,,,,
158,AT5G10960,AT1G48325,AT5G28540,,,,
159,AT5G10840,AT1G30730,AT5G39110,,,,
160,AT5G10650,AT1G30620,AT5G02780,,,,
161,AT5G10520,AT1G30320,AT3G22890,,,,
162,AT5G10270,AT1G30200,AT2G25470,,,,
163,AT5G10190,AT1G28280,AT4G37530,,,,
164,AT5G08680,AT1G25275,AT1G51800,,,,
165,AT5G08240,AT1G24148,AT3G02210,,,,
166,AT5G07740,AT1G23040,AT4G39580,,,,
167,AT5G07440,AT1G21720,AT1G27980,,,,
168,AT5G07010,AT1G19310,AT1G62300,,,,
169,AT5G06960,AT1G16916,AT4G01700,,,,
170,AT5G06740,AT1G16210,AT3G28940,,,,
171,AT5G06570,AT1G16110,AT3G08760,,,,
172,AT5G06370,AT1G11420,AT1G02930,,,,
173,AT5G06140,AT1G09645,AT3G19615,,,,
174,AT5G05865,AT1G08180,AT5G04175,,,,
175,AT5G05700,AT1G07135,AT4G22070,,,,
176,AT5G05140,AT1G06840,AT5G06730,,,,
177,AT5G04930,AT1G04985,AT5G37740,,,,
178,AT5G04850,AT1G04910,AT1G02220,,,,
179,AT5G04720,AT1G04830,AT4G01430,,,,
180,AT5G04390,AT1G01560,AT5G07830,,,,
181,AT5G04310,AT1G01480,AT5G42830,,,,
182,AT5G04170,,AT5G49890,,,,
183,AT5G02895,,AT1G14010,,,,
184,AT5G02290,,AT4G09420,,,,
185,AT5G01945,,AT4G08470,,,,
186,AT5G01900,,AT2G42680,,,,
187,AT5G01810,,AT1G78920,,,,
188,AT5G01640,,AT5G64120,,,,
189,AT5G01215,,AT4G27070,,,,
190,AT4G39980,,AT5G57035,,,,
191,AT4G39955,,AT1G67800,,,,
192,AT4G39890,,AT5G26340,,,,
193,AT4G39670,,AT1G21120,,,,
194,AT4G39390,,AT3G09390,,,,
195,AT4G39270,,AT5G16170,,,,
196,AT4G39230,,AT4G01010,,,,
197,AT4G39190,,AT1G33610,,,,
198,AT4G39090,,AT3G17810,,,,
199,AT4G38545,,AT3G14230,,,,
200,AT4G38460,,AT1G19450,,,,
201,AT4G37310,,AT2G31200,,,,
202,AT4G37270,,AT1G03220,,,,
203,AT4G36630,,AT1G57630,,,,
204,AT4G36410,,AT1G74360,,,,
205,AT4G36210,,AT3G04070,,,,
206,AT4G36040,,AT1G51760,,,,
207,AT4G35980,,AT1G22930,,,,
208,AT4G35780,,AT5G17990,,,,
209,AT4G35485,,AT1G66920,,,,
210,AT4G34890,,AT3G03670,,,,
211,AT4G34350,,AT2G38860,,,,
212,AT4G34210,,AT1G61820,,,,
213,AT4G33300,,AT5G44820,,,,
214,AT4G33240,,AT1G60730,,,,
215,AT4G33150,,AT2G31820,,,,
216,AT4G33090,,AT2G30860,,,,
217,AT4G32980,,AT2G41430,,,,
218,AT4G32810,,AT4G10530,,,,
219,AT4G32650,,AT5G42010,,,,
220,AT4G32640,,AT5G42530,,,,
221,AT4G32480,,AT5G54500,,,,
222,AT4G32250,,AT1G26250,,,,
223,AT4G30960,,AT1G12110,,,,
224,AT4G30510,,AT4G38360,,,,
225,AT4G30240,,AT2G37760,,,,
226,AT4G29950,,AT1G68450,,,,
227,AT4G29900,,AT1G65845,,,,
228,AT4G29160,,AT4G16760,,,,
229,AT4G29050,,AT5G01500,,,,
230,AT4G28820,,AT4G22467,,,,
231,AT4G28710,,AT4G17900,,,,
232,AT4G28490,,AT1G56340,,,,
233,AT4G28420,,AT5G39730,,,,
234,AT4G28350,,AT3G60450,,,,
235,AT4G28300,,AT2G22330,,,,
236,AT4G26120,,AT4G08780,,,,
237,AT4G26080,,AT4G35630,,,,
238,AT4G26060,,AT5G25930,,,,
239,AT4G25720,,AT5G51070,,,,
240,AT4G25690,,AT3G44880,,,,
241,AT4G25110,,AT5G15120,,,,
242,AT4G25070,,AT2G15220,,,,
243,AT4G25030,,AT3G13520,,,,
244,AT4G24805,,AT4G26910,,,,
245,AT4G24230,,AT2G44080,,,,
246,AT4G24190,,AT5G25265,,,,
247,AT4G24040,,AT3G04420,,,,
248,AT4G23850,,AT1G76930,,,,
249,AT4G23550,,AT4G17030,,,,
250,AT4G23460,,AT5G24090,,,,
251,AT4G23230,,AT2G22430,,,,
252,AT4G23210,,AT1G18590,,,,
253,AT4G22756,,AT4G02520,,,,
254,AT4G22530,,AT3G13330,,,,
255,AT4G21870,,AT5G20230,,,,
256,AT4G21680,,AT5G60410,,,,
257,AT4G21410,,AT1G15670,,,,
258,AT4G21390,,AT4G05775,,,,
259,AT4G21120,,AT1G17745,,,,
260,AT4G20850,,AT1G11300,,,,
261,AT4G20780,,AT5G03730,,,,
262,AT4G20110,,AT1G36622,,,,
263,AT4G19420,,AT5G56795,,,,
264,AT4G19370,,AT3G21520,,,,
265,AT4G18950,,AT4G19810,,,,
266,AT4G18710,,AT5G55530,,,,
267,AT4G18430,,AT2G44480,,,,
268,AT4G18360,,AT5G27380,,,,
269,AT4G18140,,AT4G36648,,,,
270,AT4G17940,,AT5G61010,,,,
271,AT4G17830,,AT1G80820,,,,
272,AT4G17720,,AT3G09520,,,,
273,AT4G17660,,AT4G24275,,,,
274,AT4G17070,,AT4G02510,,,,
275,AT4G16150,,AT1G14540,,,,
276,AT4G15940,,AT5G19230,,,,
277,AT4G15550,,AT4G04020,,,,
278,AT4G15236,,AT3G18830,,,,
279,AT4G14950,,AT4G15610,,,,
280,AT4G14930,,AT2G05840,,,,
281,AT4G14746,,AT2G44790,,,,
282,AT4G14710,,AT5G57220,,,,
283,AT4G14560,,AT5G20000,,,,
284,AT4G14365,,AT4G34180,,,,
285,AT4G14220,,AT2G47470,,,,
286,AT4G14030,,AT1G58030,,,,
287,AT4G13918,,AT5G40780,,,,
288,AT4G13660,,AT4G22750,,,,
289,AT4G13345,,AT5G44390,,,,
290,AT4G13340,,AT2G41380,,,,
291,AT4G12780,,AT1G11200,,,,
292,AT4G11910,,AT2G38870,,,,
293,AT4G11890,,AT4G35830,,,,
294,AT4G11860,,AT1G13480,,,,
295,AT4G11850,,AT5G05730,,,,
296,AT4G11380,,AT4G16660,,,,
297,AT4G11290,,AT1G52200,,,,
298,AT4G11280,,AT5G19550,,,,
299,AT4G11260,,AT5G06860,,,,
300,AT4G10510,,AT3G23150,,,,
301,AT4G08950,,AT3G54640,,,,
302,AT4G08850,,AT5G13330,,,,
303,AT4G08290,,AT5G62680,,,,
304,AT4G08180,,AT3G01420,,,,
305,AT4G07735,,AT1G69920,,,,
306,AT4G06746,,AT5G64905,,,,
307,AT4G06215,,AT2G30750,,,,
308,AT4G05530,,AT4G39950,,,,
309,AT4G05320,,AT2G42790,,,,
310,AT4G05050,,AT5G01210,,,,
311,AT4G04960,,AT3G27820,,,,
312,AT4G04910,,AT3G10985,,,,
313,AT4G04740,,AT3G49210,,,,
314,AT4G04620,,AT5G07460,,,,
315,AT4G04223,,AT4G12500,,,,
316,AT4G03320,,AT3G52850,,,,
317,AT4G02940,,AT1G05010,,,,
318,AT4G02860,,AT4G26270,,,,
319,AT4G02570,,AT2G43820,,,,
320,AT4G02330,,AT5G52810,,,,
321,AT4G01810,,AT2G19800,,,,
322,AT4G01540,,AT1G65820,,,,
323,AT4G01330,,AT4G27450,,,,
324,AT4G01290,,AT5G48657,,,,
325,AT4G00955,,AT3G22240,,,,
326,AT3G63150,,AT5G13080,,,,
327,AT3G63080,,AT1G32790,,,,
328,AT3G63010,,AT1G10700,,,,
329,AT3G62650,,AT3G21305,,,,
330,AT3G62590,,AT4G22470,,,,
331,AT3G62580,,AT4G28460,,,,
332,AT3G61960,,AT1G62420,,,,
333,AT3G61440,,AT3G63380,,,,
334,AT3G61280,,AT2G39530,,,,
335,AT3G61190,,AT3G06580,,,,
336,AT3G61070,,AT1G67810,,,,
337,AT3G60130,,AT1G63530,,,,
338,AT3G59920,,AT5G08760,,,,
339,AT3G59090,,AT4G37870,,,,
340,AT3G58750,,AT1G11910,,,,
341,AT3G58730,,AT3G48890,,,,
342,AT3G57630,,AT5G44990,,,,
343,AT3G57550,,AT4G29210,,,,
344,AT3G57410,,AT5G21090,,,,
345,AT3G57330,,AT1G67520,,,,
346,AT3G57280,,AT1G48850,,,,
347,AT3G57240,,AT1G69410,,,,
348,AT3G57090,,AT1G67980,,,,
349,AT3G56408,,AT1G60940,,,,
350,AT3G56310,,AT5G58710,,,,
351,AT3G55390,,AT4G05020,,,,
352,AT3G55250,,AT1G19610,,,,
353,AT3G54420,,AT5G47590,,,,
354,AT3G54010,,AT3G11780,,,,
355,AT3G53230,,AT2G02930,,,,
356,AT3G52570,,AT3G20510,,,,
357,AT3G52450,,AT5G65110,,,,
358,AT3G52400,,AT5G40170,,,,
359,AT3G51860,,AT3G44720,,,,
360,AT3G51840,,AT2G43510,,,,
361,AT3G51730,,AT2G24190,,,,
362,AT3G51130,,AT1G74100,,,,
363,AT3G50950,,AT4G14630,,,,
364,AT3G50770,,AT4G23290,,,,
365,AT3G50360,,AT1G28190,,,,
366,AT3G49810,,AT4G04610,,,,
367,AT3G49490,,AT5G22290,,,,
368,AT3G49390,,AT1G17290,,,,
369,AT3G49120,,AT1G26420,,,,
370,AT3G48990,,AT5G19890,,,,
371,AT3G48520,,AT5G37600,,,,
372,AT3G48450,,AT2G01670,,,,
373,AT3G48070,,AT5G58350,,,,
374,AT3G47800,,AT3G60140,,,,
375,AT3G47730,,AT3G51450,,,,
376,AT3G47250,,AT4G20860,,,,
377,AT3G46060,,AT4G30530,,,,
378,AT3G46000,,AT4G26970,,,,
379,AT3G45060,,AT5G53550,,,,
380,AT3G44340,,AT2G17740,,,,
381,AT3G30180,,AT1G43910,,,,
382,AT3G29240,,AT2G41230,,,,
383,AT3G28950,,AT1G20350,,,,
384,AT3G28540,,AT1G17744,,,,
385,AT3G28100,,AT3G16150,,,,
386,AT3G28070,,AT4G30270,,,,
387,AT3G28050,,AT2G20740,,,,
388,AT3G26910,,AT4G38552,,,,
389,AT3G26840,,AT1G76520,,,,
390,AT3G26750,,AT4G15530,,,,
391,AT3G26600,,AT5G18650,,,,
392,AT3G26590,,AT1G62790,,,,
393,AT3G26510,,AT4G12485,,,,
394,AT3G26500,,AT3G54040,,,,
395,AT3G26230,,AT2G32530,,,,
396,AT3G26220,,AT1G76130,,,,
397,AT3G26170,,AT5G54940,,,,
398,AT3G25610,,AT5G17760,,,,
399,AT3G24982,,AT1G26380,,,,
400,AT3G24550,,AT1G13990,,,,
401,AT3G24503,,AT1G01340,,,,
402,AT3G24180,,AT2G08965,,,,
403,AT3G23920,,AT4G33050,,,,
404,AT3G23540,,AT4G24690,,,,
405,AT3G23280,,AT3G50740,,,,
406,AT3G23250,,AT3G26210,,,,
407,AT3G22800,,AT2G26440,,,,
408,AT3G22460,,AT2G43610,,,,
409,AT3G22370,,AT2G40880,,,,
410,AT3G22121,,AT5G24210,,,,
411,AT3G22120,,AT3G28930,,,,
412,AT3G21781,,AT1G59950,,,,
413,AT3G21780,,AT1G79680,,,,
414,AT3G20410,,AT5G05735,,,,
415,AT3G19990,,AT4G31970,,,,
416,AT3G19950,,AT2G27389,,,,
417,AT3G19850,,AT3G13610,,,,
418,AT3G19680,,AT4G21850,,,,
419,AT3G19660,,AT5G65750,,,,
420,AT3G19553,,AT1G24100,,,,
421,AT3G17820,,AT3G18820,,,,
422,AT3G17800,,AT1G01490,,,,
423,AT3G17240,,AT4G38550,,,,
424,AT3G17225,,AT5G46180,,,,
425,AT3G17220,,AT5G16150,,,,
426,AT3G17205,,AT1G58602,,,,
427,AT3G16860,,AT1G74590,,,,
428,AT3G16110,,AT5G12170,,,,
429,AT3G16030,,AT5G25250,,,,
430,AT3G15770,,AT2G02390,,,,
431,AT3G15510,,AT4G27730,,,,
432,AT3G15500,,AT4G24110,,,,
433,AT3G14840,,AT1G14330,,,,
434,AT3G14610,,AT4G16260,,,,
435,AT3G14450,,AT1G26390,,,,
436,AT3G14410,,AT3G15356,,,,
437,AT3G14310,,AT4G31500,,,,
438,AT3G14225,,AT1G61560,,,,
439,AT3G14205,,AT5G44572,,,,
440,AT3G14160,,AT4G05390,,,,
441,AT3G13950,,AT5G27600,,,,
442,AT3G13450,,AT5G13420,,,,
443,AT3G12800,,AT4G34200,,,,
444,AT3G12580,,AT1G36060,,,,
445,AT3G12570,,AT1G02360,,,,
446,AT3G11660,,AT5G39050,,,,
447,AT3G11340,,AT5G13750,,,,
448,AT3G11330,,AT1G26255,,,,
449,AT3G11150,,AT2G46430,,,,
450,AT3G10980,,AT2G38470,,,,
451,AT3G10410,,AT2G19130,,,,
452,AT3G10380,,AT4G08770,,,,
453,AT3G10040,,AT2G39210,,,,
454,AT3G09830,,AT1G51790,,,,
455,AT3G09020,,AT1G26410,,,,
456,AT3G09010,,AT1G22890,,,,
457,AT3G08640,,AT1G02170,,,,
458,AT3G08040,,AT4G23220,,,,
459,AT3G07950,,AT3G29810,,,,
460,AT3G07730,,AT4G34710,,,,
461,AT3G07355,,AT2G41231,,,,
462,AT3G07100,,AT3G12587,,,,
463,AT3G06810,,AT1G61360,,,,
464,AT3G06720,,AT1G18970,,,,
465,AT3G06350,,AT4G37520,,,,
466,AT3G06080,,AT1G54100,,,,
467,AT3G05840,,AT2G19190,,,,
468,AT3G04520,,AT1G19020,,,,
469,AT3G04080,,AT4G23100,,,,
470,AT3G03560,,AT3G20470,,,,
471,AT3G02765,,AT2G46750,,,,
472,AT3G02740,,AT5G20400,,,,
473,AT3G02585,,AT3G57870,,,,
474,AT3G02365,,AT4G33420,,,,
475,AT3G02360,,AT4G37900,,,,
476,AT3G02260,,AT5G44720,,,,
477,AT3G02230,,AT2G21190,,,,
478,AT3G01990,,AT1G11310,,,,
479,AT3G01970,,AT1G07040,,,,
480,AT3G01780,,AT4G37370,,,,
481,AT3G01650,,AT2G37640,,,,
482,AT3G01470,,AT1G25220,,,,
483,AT3G01290,,AT2G18950,,,,
484,AT2G47800,,AT5G03160,,,,
485,AT2G47650,,AT5G09800,,,,
486,AT2G46680,,AT1G17860,,,,
487,AT2G46220,,AT3G03470,,,,
488,AT2G45330,,AT5G54810,,,,
489,AT2G45010,,AT4G36990,,,,
490,AT2G44610,,AT1G62380,,,,
491,AT2G44370,,AT1G05260,,,,
492,AT2G44140,,AT5G53990,,,,
493,AT2G44100,,AT4G25900,,,,
494,AT2G44070,,AT2G18690,,,,
495,AT2G44060,,AT3G59660,,,,
496,AT2G43420,,AT2G43350,,,,
497,AT2G43400,,AT2G41100,,,,
498,AT2G43150,,AT3G45620,,,,
499,AT2G43140,,AT1G12780,,,,
500,AT2G43120,,AT3G44310,,,,
501,AT2G43080,,AT2G02010,,,,
502,AT2G42490,,AT1G14870,,,,
503,AT2G42440,,AT1G64160,,,,
504,AT2G42360,,AT2G43000,,,,
505,AT2G42280,,AT2G26530,,,,
506,AT2G41640,,AT2G43590,,,,
507,AT2G41410,,AT4G23700,,,,
508,AT2G41280,,AT5G39120,,,,
509,AT2G41220,,AT1G14550,,,,
510,AT2G41105,,AT3G60120,,,,
511,AT2G40330,,AT4G20835,,,,
512,AT2G40140,,AT1G52420,,,,
513,AT2G39970,,AT1G03870,,,,
514,AT2G39710,,AT5G20010,,,,
515,AT2G39518,,AT2G32920,,,,
516,AT2G39400,,AT5G05995,,,,
517,AT2G38530,,AT4G13420,,,,
518,AT2G37110,,AT2G26560,,,,
519,AT2G36950,,AT1G09970,,,,
520,AT2G36370,,AT3G24170,,,,
521,AT2G35980,,AT3G04135,,,,
522,AT2G35940,,AT1G07620,,,,
523,AT2G35050,,AT4G21580,,,,
524,AT2G34730,,AT4G36760,,,,
525,AT2G34500,,AT4G12495,,,,
526,AT2G33150,,AT5G42320,,,,
527,AT2G32540,,AT5G06865,,,,
528,AT2G32240,,AT3G16530,,,,
529,AT2G31960,,AT1G74080,,,,
530,AT2G31945,,AT1G71400,,,,
531,AT2G31570,,AT1G27020,,,,
532,AT2G31510,,AT1G64660,,,,
533,AT2G31230,,AT4G24220,,,,
534,AT2G30660,,AT2G24180,,,,
535,AT2G30550,,AT1G06800,,,,
536,AT2G30250,,AT3G22200,,,,
537,AT2G30140,,,,,,
538,AT2G29470,,,,,,
539,AT2G29460,,,,,,
540,AT2G29350,,,,,,
541,AT2G29330,,,,,,
542,AT2G28570,,,,,,
543,AT2G28400,,,,,,
544,AT2G28200,,,,,,
545,AT2G27920,,,,,,
546,AT2G27660,,,,,,
547,AT2G27500,,,,,,
548,AT2G27210,,,,,,
549,AT2G26740,,,,,,
550,AT2G26190,,,,,,
551,AT2G25760,,,,,,
552,AT2G25625,,,,,,
553,AT2G25190,,,,,,
554,AT2G25110,,,,,,
555,AT2G24580,,,,,,
556,AT2G24280,,,,,,
557,AT2G23770,,,,,,
558,AT2G23680,,,,,,
559,AT2G23200,,,,,,
560,AT2G23170,,,,,,
561,AT2G23150,,,,,,
562,AT2G22930,,,,,,
563,AT2G22660,,,,,,
564,AT2G21200,,,,,,
565,AT2G20960,,,,,,
566,AT2G20142,,,,,,
567,AT2G20010,,,,,,
568,AT2G19572,,,,,,
569,AT2G19570,,,,,,
570,AT2G18960,,,,,,
571,AT2G18700,,,,,,
572,AT2G18190,,,,,,
573,AT2G17880,,,,,,
574,AT2G17730,,,,,,
575,AT2G17220,,,,,,
576,AT2G16700,,,,,,
577,AT2G15960,,,,,,
578,AT2G15890,,,,,,
579,AT2G15390,,,,,,
580,AT2G15080,,,,,,
581,AT2G14560,,,,,,
582,AT2G09510,,,,,,
583,AT2G09420,,,,,,
584,AT2G08475,,,,,,
585,AT2G08440,,,,,,
586,AT2G08060,,,,,,
587,AT2G07360,,,,,,
588,AT2G07180,,,,,,
589,AT2G05710,,,,,,
590,AT2G05530,,,,,,
591,AT2G04495,,,,,,
592,AT2G03890,,,,,,
593,AT2G02710,,,,,,
594,AT2G02220,,,,,,
595,AT2G02080,,,,,,
596,AT2G01850,,,,,,
597,AT2G01490,,,,,,
598,AT2G01190,,,,,,
599,AT1G80920,,,,,,
600,AT1G80460,,,,,,
601,AT1G80300,,,,,,
602,AT1G80160,,,,,,
603,AT1G79430,,,,,,
604,AT1G78895,,,,,,
605,AT1G78860,,,,,,
606,AT1G78830,,,,,,
607,AT1G78780,,,,,,
608,AT1G78670,,,,,,
609,AT1G78290,,,,,,
610,AT1G77840,,,,,,
611,AT1G77770,,,,,,
612,AT1G77380,,,,,,
613,AT1G77280,,,,,,
614,AT1G77260,,,,,,
615,AT1G76920,,,,,,
616,AT1G76890,,,,,,
617,AT1G76650,,,,,,
618,AT1G75850,,,,,,
619,AT1G75390,,,,,,
620,AT1G75380,,,,,,
621,AT1G74910,,,,,,
622,AT1G74650,,,,,,
623,AT1G74450,,,,,,
624,AT1G73810,,,,,,
625,AT1G73040,,,,,,
626,AT1G72950,,,,,,
627,AT1G72900,,,,,,
628,AT1G72830,,,,,,
629,AT1G72430,,,,,,
630,AT1G71940,,,,,,
631,AT1G71350,,,,,,
632,AT1G71220,,,,,,
633,AT1G71140,,,,,,
634,AT1G70980,,,,,,
635,AT1G70670,,,,,,
636,AT1G70320,,,,,,
637,AT1G70290,,,,,,
638,AT1G70160,,,,,,
639,AT1G69890,,,,,,
