,COL,LYM,COL_LYM,CERK,COL_CERK,LYM_CERK,ALL
113,AT2G23150,AT5G18220,AT2G08780,,,,
114,AT2G22490,AT5G16660,AT4G15800,,,,
115,AT2G22010,AT5G15930,AT2G39840,,,,
116,AT2G20340,AT5G14120,AT1G65484,,,,
117,AT2G18193,AT5G13760,AT1G50440,,,,
118,AT2G17050,AT5G12300,AT4G39910,,,,
119,AT2G16890,AT5G10410,AT1G16130,,,,
120,AT2G14290,AT5G10210,AT1G09560,,,,
121,AT2G09370,AT5G10190,AT1G09940,,,,
122,AT2G03830,AT5G10030,AT5G65300,,,,
123,AT2G03810,AT5G09790,AT5G11670,,,,
124,AT2G02930,AT5G09680,AT4G04540,,,,
125,AT1G79570,AT5G09155,AT3G16940,,,,
126,AT1G77250,AT5G07730,AT2G39110,,,,
127,AT1G76810,AT5G07440,AT5G58150,,,,
128,AT1G76040,AT5G07100,AT1G67060,,,,
129,AT1G75860,AT5G06750,AT3G47960,,,,
130,AT1G73010,AT5G06645,AT1G67470,,,,
131,AT1G71190,AT5G06640,AT3G59350,,,,
132,AT1G71030,AT5G06630,AT4G13510,,,,
133,AT1G69790,AT5G06570,AT2G25470,,,,
134,AT1G66465,AT5G06230,AT1G17255,,,,
135,AT1G65380,AT5G04310,AT1G51800,,,,
136,AT1G65240,AT5G03720,AT3G08760,,,,
137,AT1G63700,AT5G03210,AT3G19615,,,,
138,AT1G62305,AT5G02790,AT5G04175,,,,
139,AT1G61860,AT5G02780,AT1G68340,,,,
140,AT1G61610,AT5G02400,AT4G30240,,,,
141,AT1G59950,AT5G01750,AT1G71520,,,,
142,AT1G58400,AT4G39940,AT2G28210,,,,
143,AT1G56260,AT4G39820,AT5G57010,,,,
144,AT1G55390,AT4G39270,AT4G18210,,,,
145,AT1G54650,AT4G39220,AT2G22300,,,,
146,AT1G52550,AT4G39140,AT1G18210,,,,
147,AT1G51780,AT4G38470,AT3G19240,,,,
148,AT1G50180,AT4G38420,AT2G32200,,,,
149,AT1G49840,AT4G36945,AT1G72920,,,,
150,AT1G44120,AT4G36850,AT5G09855,,,,
151,AT1G35330,AT4G36730,AT5G57035,,,,
152,AT1G29720,AT4G36010,AT3G14870,,,,
153,AT1G27200,AT4G35830,AT5G47710,,,,
154,AT1G26730,AT4G35770,AT4G23800,,,,
155,AT1G26410,AT4G35070,AT1G33610,,,,
156,AT1G26130,AT4G34890,AT4G14680,,,,
157,AT1G24530,AT4G34580,AT5G52830,,,,
158,AT1G24350,AT4G34131,AT1G14740,,,,
159,AT1G21000,AT4G34120,AT1G72070,,,,
160,AT1G16930,AT4G33910,AT1G01440,,,,
161,AT1G16260,AT4G33740,AT1G05630,,,,
162,AT1G16240,AT4G33290,AT1G30740,,,,
163,AT1G16160,AT4G33060,AT3G57730,,,,
164,AT1G13550,AT4G32160,AT3G02840,,,,
165,AT1G13000,AT4G32150,AT1G22930,,,,
166,AT1G12200,AT4G32010,AT4G31800,,,,
167,AT1G10300,AT4G30490,AT1G24147,,,,
168,AT1G09630,AT4G30360,AT5G57015,,,,
169,AT1G07900,AT4G30340,AT1G70520,,,,
170,AT1G07670,AT4G29900,AT4G11280,,,,
171,AT1G07530,AT4G29810,AT1G76680,,,,
172,AT1G07400,AT4G29160,AT4G26380,,,,
173,AT1G07300,AT4G28850,AT2G37970,,,,
174,AT1G07150,AT4G27980,AT5G13160,,,,
175,AT1G04767,AT4G27960,AT4G35380,,,,
176,,AT4G27350,AT3G62780,,,,
177,,AT4G27290,AT1G24148,,,,
178,,AT4G26970,AT4G24310,,,,
179,,AT4G26910,AT3G57530,,,,
180,,AT4G26560,AT1G61250,,,,
181,,AT4G26470,AT1G68450,,,,
182,,AT4G26080,AT4G21840,,,,
183,,AT4G26010,AT5G44910,,,,
184,,AT4G25820,AT3G03020,,,,
185,,AT4G25790,AT1G59910,,,,
186,,AT4G25230,AT2G15220,,,,
187,,AT4G25220,AT5G44568,,,,
188,,AT4G25190,AT1G44100,,,,
189,,AT4G25020,AT2G43160,,,,
190,,AT4G24805,AT1G56540,,,,
191,,AT4G23910,AT2G44080,,,,
192,,AT4G23880,AT2G27080,,,,
193,,AT4G23870,AT5G65207,,,,
194,,AT4G23680,AT3G12740,,,,
195,,AT4G23670,AT1G28600,,,,
196,,AT4G23160,AT1G77890,,,,
197,,AT4G23030,AT2G15490,,,,
198,,AT4G22260,AT2G46160,,,,
199,,AT4G22080,AT3G26910,,,,
200,,AT4G21830,AT5G57710,,,,
201,,AT4G21070,AT2G44380,,,,
202,,AT4G20450,AT3G04480,,,,
203,,AT4G20110,AT5G16830,,,,
204,,AT4G19925,AT1G08387,,,,
205,,AT4G19680,AT5G18150,,,,
206,,AT4G19460,AT4G11300,,,,
207,,AT4G18280,AT3G07390,,,,
208,,AT4G17950,AT2G35640,,,,
209,,AT4G17650,AT1G11300,,,,
210,,AT4G17070,AT5G59570,,,,
211,,AT4G17050,AT4G31950,,,,
212,,AT4G16840,AT3G10300,,,,
213,,AT4G16820,AT2G33580,,,,
214,,AT4G16100,AT4G19510,,,,
215,,AT4G15760,AT4G11470,,,,
216,,AT4G15610,AT5G47740,,,,
217,,AT4G15530,AT4G19810,,,,
218,,AT4G15270,AT4G12720,,,,
219,,AT4G15070,AT1G74650,,,,
220,,AT4G14880,AT4G29950,,,,
221,,AT4G14746,AT3G63420,,,,
222,,AT4G14440,AT1G02660,,,,
223,,AT4G13530,AT5G46520,,,,
224,,AT4G13390,AT1G80820,,,,
225,,AT4G13010,AT4G23130,,,,
226,,AT4G11910,AT5G45110,,,,
227,,AT4G11660,AT1G72790,,,,
228,,AT4G11450,AT1G36640,,,,
229,,AT4G11370,AT4G19920,,,,
230,,AT4G10720,AT4G21740,,,,
231,,AT4G10390,AT4G11480,,,,
232,,AT4G09560,AT2G28940,,,,
233,,AT4G09460,AT4G09715,,,,
234,,AT4G09000,AT4G34180,,,,
235,,AT4G08935,AT4G36150,,,,
236,,AT4G08810,AT1G04680,,,,
237,,AT4G08470,AT1G11200,,,,
238,,AT4G08400,AT3G46110,,,,
239,,AT4G07285,AT3G09020,,,,
240,,AT4G07130,AT5G42930,,,,
241,,AT4G06746,AT2G38870,,,,
242,,AT4G05070,AT5G15730,,,,
243,,AT4G04470,AT5G24430,,,,
244,,AT4G03510,AT5G45340,,,,
245,,AT4G03020,AT5G66620,,,,
246,,AT4G02860,AT1G21100,,,,
247,,AT4G02600,AT1G22280,,,,
248,,AT4G02550,AT4G02540,,,,
249,,AT4G02520,AT5G64905,,,,
250,,AT4G02510,AT1G51820,,,,
251,,AT4G02370,AT5G18500,,,,
252,,AT4G02270,AT3G57750,,,,
253,,AT4G02075,AT5G04170,,,,
254,,AT4G01535,AT4G35480,,,,
255,,AT4G01020,AT2G31350,,,,
256,,AT4G00955,AT2G34180,,,,
257,,AT4G00720,AT2G06050,,,,
258,,AT4G00360,AT3G07190,,,,
259,,AT3G66654,AT1G61420,,,,
260,,AT3G63380,AT1G22870,,,,
261,,AT3G62680,AT3G25610,,,,
262,,AT3G61760,AT1G03905,,,,
263,,AT3G61580,AT1G22885,,,,
264,,AT3G60330,AT2G31800,,,,
265,,AT3G60200,AT1G10920,,,,
266,,AT3G59280,AT2G26190,,,,
267,,AT3G58600,AT1G51913,,,,
268,,AT3G57710,AT4G35500,,,,
269,,AT3G57700,AT2G32250,,,,
270,,AT3G56500,AT5G42380,,,,
271,,AT3G56190,AT1G07135,,,,
272,,AT3G55610,AT5G44990,,,,
273,,AT3G55040,AT2G30362,,,,
274,,AT3G54870,AT1G66480,,,,
275,,AT3G54590,AT5G10695,,,,
276,,AT3G54580,AT2G18670,,,,
277,,AT3G53990,AT5G46510,,,,
278,,AT3G52840,AT3G01165,,,,
279,,AT3G52742,AT5G45070,,,,
280,,AT3G51970,AT5G42650,,,,
281,,AT3G51860,AT3G49130,,,,
282,,AT3G51730,AT3G53260,,,,
283,,AT3G51560,AT2G20725,,,,
284,,AT3G51440,AT1G28380,,,,
285,,AT3G51430,AT3G20510,,,,
286,,AT3G51330,AT4G19230,,,,
287,,AT3G51130,AT5G58720,,,,
288,,AT3G50140,AT3G02800,,,,
289,,AT3G49790,AT3G44720,,,,
290,,AT3G49780,AT1G61260,,,,
291,,AT3G49210,AT1G28280,,,,
292,,AT3G49120,AT5G48780,,,,
293,,AT3G48790,AT1G53590,,,,
294,,AT3G48195,AT1G28190,,,,
295,,AT3G48080,AT3G18930,,,,
296,,AT3G48000,AT4G34390,,,,
297,,AT3G47730,AT4G18203,,,,
298,,AT3G47560,AT1G26420,,,,
299,,AT3G47340,AT4G11360,,,,
300,,AT3G47210,AT4G20300,,,,
301,,AT3G47000,AT1G02860,,,,
302,,AT3G46510,AT5G22270,,,,
303,,AT3G45970,AT3G51450,,,,
304,,AT3G44860,AT3G13435,,,,
305,,AT3G44735,AT1G01540,,,,
306,,AT3G44190,AT4G30530,,,,
307,,AT3G42790,AT1G05000,,,,
308,,AT3G29360,AT5G53550,,,,
309,,AT3G29170,AT5G11700,,,,
310,,AT3G29010,AT2G17740,,,,
311,,AT3G28740,AT5G59450,,,,
312,,AT3G27930,AT4G05010,,,,
313,,AT3G27110,AT3G47380,,,,
314,,AT3G27090,AT3G53280,,,,
315,,AT3G26840,AT1G31350,,,,
316,,AT3G26600,AT3G26680,,,,
317,,AT3G26460,AT2G27830,,,,
318,,AT3G26450,AT1G36730,,,,
319,,AT3G26300,AT2G17060,,,,
320,,AT3G25990,AT4G33300,,,,
321,,AT3G23750,AT2G09440,,,,
322,,AT3G23550,AT5G44290,,,,
323,,AT3G23120,AT5G58787,,,,
324,,AT3G23030,AT5G22540,,,,
325,,AT3G22830,AT4G04075,,,,
326,,AT3G22600,AT3G14470,,,,
327,,AT3G22460,AT2G17480,,,,
328,,AT3G22200,AT1G78895,,,,
329,,AT3G21700,AT4G23850,,,,
330,,AT3G20770,AT1G59590,,,,
331,,AT3G20470,AT3G53600,,,,
332,,AT3G20300,AT1G20290,,,,
333,,AT3G19390,AT4G33565,,,,
334,,AT3G18780,AT4G18197,,,,
335,,AT3G18300,AT5G47970,,,,
336,,AT3G17780,AT5G46330,,,,
337,,AT3G16470,AT5G01540,,,,
338,,AT3G16420,AT2G26440,,,,
339,,AT3G16400,AT1G78280,,,,
340,,AT3G16040,AT4G13505,,,,
341,,AT3G15780,AT5G43890,,,,
342,,AT3G15710,AT5G07070,,,,
343,,AT3G15260,AT2G30250,,,,
344,,AT3G15060,AT5G22520,,,,
345,,AT3G14990,AT3G44610,,,,
346,,AT3G14590,AT4G24290,,,,
347,,AT3G13030,AT4G13395,,,,
348,,AT3G12910,AT5G46470,,,,
349,,AT3G12570,AT4G04695,,,,
350,,AT3G12020,AT4G23250,,,,
351,,AT3G11530,AT3G08720,,,,
352,,AT3G10915,AT1G07510,,,,
353,,AT3G10710,AT2G28815,,,,
354,,AT3G09490,AT2G27389,,,,
355,,AT3G09270,AT4G03460,,,,
356,,AT3G09032,AT2G22760,,,,
357,,AT3G07800,AT3G12400,,,,
358,,AT3G07700,AT4G21850,,,,
359,,AT3G07470,AT3G57930,,,,
360,,AT3G06850,AT5G12880,,,,
361,,AT3G05990,AT4G34100,,,,
362,,AT3G05490,AT1G58602,,,,
363,,AT3G04355,AT3G57120,,,,
364,,AT3G04240,AT1G76670,,,,
365,,AT3G03870,AT1G01560,,,,
366,,AT3G03810,AT3G28340,,,,
367,,AT3G03155,AT3G04640,,,,
368,,AT3G03010,AT3G11820,,,,
369,,AT3G03000,AT4G24110,,,,
370,,AT3G02750,AT5G16110,,,,
371,,AT3G02705,AT5G65200,,,,
372,,AT3G02460,AT3G15356,,,,
373,,AT3G02360,AT4G31500,,,,
374,,AT3G01990,AT1G01950,,,,
375,,AT3G01970,AT3G53810,,,,
376,,AT3G01655,AT1G72520,,,,
377,,AT3G01420,AT1G18740,,,,
378,,AT2G47920,AT5G56980,,,,
379,,AT2G47910,AT3G13600,,,,
380,,AT2G47900,AT5G37770,,,,
381,,AT2G46840,AT4G12250,,,,
382,,AT2G46750,AT1G24140,,,,
383,,AT2G46735,AT5G10750,,,,
384,,AT2G46720,AT2G42060,,,,
385,,AT2G46610,AT1G70410,,,,
386,,AT2G46370,AT1G77500,,,,
387,,AT2G46260,AT3G22930,,,,
388,,AT2G46150,AT2G37710,,,,
389,,AT2G44480,AT1G74430,,,,
390,,AT2G44450,AT4G08770,,,,
391,,AT2G44290,AT1G03610,,,,
392,,AT2G44230,AT5G22000,,,,
393,,AT2G44060,AT4G18710,,,,
394,,AT2G43290,AT3G19010,,,,
395,,AT2G43120,AT4G10730,,,,
396,,AT2G42950,AT2G42360,,,,
397,,AT2G42890,AT5G53048,,,,
398,,AT2G41440,AT3G54000,,,,
399,,AT2G41410,AT4G33940,,,,
400,,AT2G41120,AT5G43760,,,,
401,,AT2G39350,AT4G35180,,,,
402,,AT2G38610,AT5G43064,,,,
403,,AT2G38465,AT1G17145,,,,
404,,AT2G37760,AT5G63320,,,,
405,,AT2G37530,AT4G38530,,,,
406,,AT2G36910,AT1G72280,,,,
407,,AT2G36410,AT4G01250,,,,
408,,AT2G36380,AT2G32210,,,,
409,,AT2G35910,AT1G61360,,,,
410,,AT2G35510,AT5G67250,,,,
411,,AT2G35170,AT4G38560,,,,
412,,AT2G34390,AT2G15390,,,,
413,,AT2G34355,AT5G18400,,,,
414,,AT2G33700,AT1G04397,,,,
415,,AT2G33630,AT4G33420,,,,
416,,AT2G33590,AT2G27500,,,,
417,,AT2G33490,AT4G37900,,,,
418,,AT2G32400,AT2G05940,,,,
419,,AT2G32150,AT1G05933,,,,
420,,AT2G31585,AT1G73540,,,,
421,,AT2G31230,AT2G06530,,,,
422,,AT2G30930,AT1G09950,,,,
423,,AT2G30550,AT2G14080,,,,
424,,AT2G29490,AT5G36290,,,,
425,,AT2G28910,AT1G11310,,,,
426,,AT2G26970,AT4G23270,,,,
427,,AT2G26870,AT3G21781,,,,
428,,AT2G26650,AT2G23100,,,,
429,,AT2G26240,AT1G72010,,,,
430,,AT2G25490,AT5G40910,,,,
431,,AT2G25240,AT4G00550,,,,
432,,AT2G25080,AT5G14730,,,,
433,,AT2G24330,AT1G51850,,,,
434,,AT2G24195,AT2G35935,,,,
435,,AT2G23980,AT5G46910,,,,
436,,AT2G23210,AT3G56800,,,,
437,,AT2G23120,AT3G18560,,,,
438,,AT2G22990,AT3G55470,,,,
439,,AT2G22860,AT5G54810,,,,
440,,AT2G22790,AT3G19260,,,,
441,,AT2G21520,AT5G26770,,,,
442,,AT2G21190,AT4G33440,,,,
443,,AT2G20780,AT3G10930,,,,
444,,AT2G20740,AT2G18690,,,,
445,,AT2G20630,AT4G32030,,,,
446,,AT2G20370,AT4G34460,,,,
447,,AT2G20320,AT1G30135,,,,
448,,AT2G20260,AT3G02585,,,,
449,,AT2G19270,AT3G55830,,,,
450,,AT2G18100,AT5G23130,,,,
451,,AT2G17840,AT5G14700,,,,
452,,AT2G17500,AT5G22450,,,,
453,,AT2G17440,AT1G49000,,,,
454,,AT2G17110,AT1G21370,,,,
455,,AT2G16870,AT3G26020,,,,
456,,AT2G16050,AT5G35370,,,,
457,,AT2G15090,AT3G24050,,,,
458,,AT2G15080,AT5G18490,,,,
459,,AT2G14740,AT3G17420,,,,
460,,AT2G13665,AT2G40000,,,,
461,,AT2G09230,AT1G14550,,,,
462,,AT2G08750,AT3G06760,,,,
463,,AT2G08695,AT3G57760,,,,
464,,AT2G08660,AT1G07240,,,,
465,,AT2G07355,AT1G76970,,,,
466,,AT2G02390,AT3G22060,,,,
467,,AT2G01600,AT5G47960,,,,
468,,AT2G01540,AT5G01550,,,,
469,,AT2G01490,AT4G15120,,,,
470,,AT1G80830,AT3G04135,,,,
471,,AT1G79340,AT5G03355,,,,
472,,AT1G78820,AT5G65920,,,,
473,,AT1G78460,AT3G20410,,,,
474,,AT1G78240,AT5G19240,,,,
475,,AT1G77760,AT3G23123,,,,
476,,AT1G77220,AT1G28370,,,,
477,,AT1G77130,AT1G74380,,,,
478,,AT1G76980,AT5G61560,,,,
479,,AT1G76180,AT1G27020,,,,
480,,AT1G75750,AT1G16090,,,,
481,,AT1G75030,AT5G47720,,,,
482,,AT1G74385,AT1G57700,,,,
483,,AT1G74300,AT5G44860,,,,
484,,AT1G73550,AT1G71040,,,,
485,,AT1G72450,AT3G14050,,,,
486,,AT1G71140,AT1G73080,,,,
487,,AT1G70590,AT5G01100,,,,
488,,AT1G70460,AT5G51630,,,,
489,,AT1G70250,AT1G07520,,,,
490,,AT1G70160,AT4G08285,,,,
491,,AT1G69960,AT4G16950,,,,
492,,AT1G69640,AT1G06800,,,,
493,,AT1G69490,AT5G48410,,,,
494,,AT1G69430,AT5G49900,,,,
495,,AT1G68390,AT1G53080,,,,
496,,AT1G67855,AT5G46450,,,,
497,,AT1G67650,AT3G01175,,,,
498,,AT1G67560,AT5G62020,,,,
499,,AT1G67270,AT5G38212,,,,
500,,AT1G66970,AT2G08915,,,,
501,,AT1G66680,AT3G13650,,,,
502,,AT1G66340,AT4G09035,,,,
503,,AT1G66180,AT2G26380,,,,
504,,AT1G65870,AT1G25275,,,,
505,,AT1G65820,AT5G61160,,,,
506,,AT1G65610,AT1G11670,,,,
507,,AT1G65481,AT5G48430,,,,
508,,AT1G64720,AT2G38290,,,,
509,,AT1G64400,AT1G67460,,,,
510,,AT1G64060,AT5G56960,,,,
511,,AT1G63460,AT5G01640,,,,
512,,AT1G63090,AT1G12750,,,,
513,,AT1G62840,AT5G03380,,,,
514,,AT1G62740,AT4G25810,,,,
515,,AT1G62730,AT3G19930,,,,
516,,AT1G62720,AT2G36840,,,,
517,,AT1G62515,AT5G66900,,,,
518,,AT1G62510,AT3G13432,,,,
519,,AT1G61690,AT5G59680,,,,
520,,AT1G61080,AT4G18253,,,,
521,,AT1G58807,AT5G40590,,,,
522,,AT1G58290,AT4G39640,,,,
523,,AT1G58250,AT1G04200,,,,
524,,AT1G58230,AT1G21450,,,,
525,,AT1G58190,AT5G13100,,,,
526,,AT1G57980,AT5G44870,,,,
527,,AT1G56660,AT3G18250,,,,
528,,AT1G56423,AT4G35985,,,,
529,,AT1G56300,AT3G10720,,,,
530,,AT1G55730,AT2G30870,,,,
531,,AT1G55475,AT2G33120,,,,
532,,AT1G54970,AT5G05850,,,,
533,,AT1G54210,AT5G01542,,,,
534,,AT1G54040,AT2G21500,,,,
535,,AT1G53840,AT2G25297,,,,
536,,AT1G53330,AT1G30810,,,,
537,,AT1G52342,AT1G22510,,,,
538,,AT1G51880,AT1G04513,,,,
539,,AT1G51760,AT2G45760,,,,
540,,AT1G51690,AT1G73740,,,,
541,,AT1G50790,AT3G09940,,,,
542,,AT1G50430,AT1G09070,,,,
543,,AT1G49950,AT5G61600,,,,
544,,AT1G48640,AT1G77640,,,,
545,,AT1G48490,AT3G55270,,,,
546,,AT1G48320,AT1G80380,,,,
547,,AT1G45145,AT4G29050,,,,
548,,AT1G44350,AT1G16640,,,,
549,,AT1G35670,AT2G24570,,,,
550,,AT1G35430,AT2G38780,,,,
551,,AT1G35230,AT1G10050,,,,
552,,AT1G34550,AT4G21903,,,,
553,,AT1G34510,AT2G22880,,,,
554,,AT1G34190,AT1G05575,,,,
555,,AT1G34180,AT5G26920,,,,
556,,AT1G33110,AT4G23010,,,,
557,,AT1G32970,AT3G05660,,,,
558,,AT1G32340,AT1G47890,,,,
559,,AT1G30870,AT5G59550,,,,
560,,AT1G30640,AT5G47580,,,,
561,,AT1G30400,AT4G15233,,,,
562,,AT1G30190,AT5G14930,,,,
563,,AT1G29850,AT5G58430,,,,
564,,AT1G29760,AT1G25390,,,,
565,,AT1G29680,AT1G72060,,,,
566,,AT1G29290,AT1G47130,,,,
567,,AT1G29120,AT3G16720,,,,
568,,AT1G28230,AT4G29110,,,,
569,,AT1G28200,AT5G39030,,,,
570,,AT1G27290,AT4G34480,,,,
571,,AT1G26440,AT1G16120,,,,
572,,AT1G25560,AT4G09030,,,,
573,,AT1G25280,AT1G21110,,,,
574,,AT1G24260,AT5G38210,,,,
575,,AT1G24170,AT2G35658,,,,
576,,AT1G23550,AT4G04570,,,,
577,,AT1G23440,AT4G17486,,,,
578,,AT1G23310,AT1G78850,,,,
579,,AT1G23200,AT4G20880,,,,
580,,AT1G22540,AT2G47260,,,,
581,,AT1G21900,AT3G50060,,,,
582,,AT1G21070,AT2G31865,,,,
583,,AT1G20620,AT5G48540,,,,
584,,AT1G20520,AT5G20050,,,,
585,,AT1G20440,AT1G09623,,,,
586,,AT1G20110,AT5G11000,,,,
587,,AT1G19660,AT4G18530,,,,
588,,AT1G19360,AT1G25400,,,,
589,,AT1G19250,AT4G12120,,,,
590,,AT1G18470,AT5G66850,,,,
591,,AT1G18030,AT4G28930,,,,
592,,AT1G17080,AT3G56360,,,,
593,,AT1G16370,AT1G05675,,,,
594,,AT1G16180,AT4G17500,,,,
595,,AT1G15190,AT3G16525,,,,
596,,AT1G15125,AT1G65510,,,,
597,,AT1G15030,AT4G30600,,,,
598,,AT1G15010,AT3G48450,,,,
599,,AT1G14780,AT2G31880,,,,
600,,AT1G14330,AT1G63820,,,,
601,,AT1G14170,AT1G79380,,,,
602,,AT1G14000,AT1G43000,,,,
603,,AT1G13990,AT3G54620,,,,
604,,AT1G13540,AT1G59820,,,,
605,,AT1G13195,AT3G47570,,,,
606,,AT1G12780,AT3G50480,,,,
607,,AT1G12560,AT3G52870,,,,
608,,AT1G12240,AT1G36623,,,,
609,,AT1G12040,AT5G04720,,,,
610,,AT1G11330,AT1G05670,,,,
611,,AT1G11000,AT3G55150,,,,
